200.13 50.02
195.33 50.12
202.11 50.33
206.32 50.41
 202.92 50.62
207.33 50.81
210.98 51.05
212.14 51.35
204.86 51.52
184.07 51.57
176.68 51.78
180.11 52.04
208.97 52.27
215.02 52.31
217.16 52.40
212.70 52.48
207.06 52.52
206.28 52.60
211.57 52.67
220.15 52.92
217.62 53.03
212.17 53.15
209.00 53.24
211.99 53.47
214.08 54.04
209.92 54.43
160.52 54.66
154.33 54.86
157.65 55.11
197.25 55.26
187.37 55.41
164.85 55.43
134.08 55.56
130.82 55.64
138.71 55.70
172.70 55.70
177.64 55.83
170.81 55.89
71.96 55.89
72.60 55.90
173.79 55.97
184.45 56.19
191.64 56.48
193.40 56.79
192.99 57.15
190.14 57.30
177.17 57.65
70.62 58.66
61.08 58.71
56.16 58.92
65.30 59.15
148.21 59.22
173.51 59.27
178.66 59.34
179.26 59.41
172.84 59.47
154.17 59.54
149.25 59.62
151.05 59.69
166.83 59.75
180.65 59.86
192.15 60.11
