2.98,0.86592,1.0551,1.35,0.77289,1,0.88831,28.826
2.69,0.83248,1.0514,1.35,0.77216,1,0.88664,28.413
2.4,0.79904,1.0477,1.35,0.77143,1,0.88497,28
2.4,0.7656,1.044,1.35,0.7707,1,0.8833,28.1
2.4,0.75856,1.0336,1.348,0.76519,1,0.88164,28.2
2.4,0.75152,1.0232,1.346,0.75968,1,0.87998,28.3
2.4,0.74448,1.0128,1.344,0.75417,1,0.87832,28.4
2.4,0.73744,1.0024,1.342,0.74866,1,0.87666,28.5
2.4,0.7304,0.99205,1.34,0.74315,1,0.875,28.6
2.4,0.72336,0.98166,1.338,0.73764,1,0.87334,28.7
2.4,0.71632,0.97127,1.336,0.73213,1,0.87168,28.8
2.4,0.70928,0.96088,1.334,0.72662,1,0.87002,28.9
2.4,0.70224,0.95049,1.332,0.72111,1,0.86836,29
2.41,0.6952,0.9401,1.33,0.7156,1,0.8667,29
2.42,0.69696,0.94248,1.334,0.71488,0.9975,0.86503,29
2.43,0.69872,0.94486,1.338,0.71416,0.995,0.86336,29
2.44,0.70048,0.94724,1.342,0.71344,0.9925,0.86169,29
2.45,0.70224,0.94962,1.346,0.71272,0.99,0.86002,29
2.46,0.704,0.952,1.35,0.712,0.9875,0.85835,29
2.47,0.70576,0.95438,1.354,0.71128,0.985,0.85668,29
2.48,0.70752,0.95676,1.358,0.71056,0.9825,0.85501,29
2.49,0.70928,0.95914,1.362,0.70984,0.98,0.85334,29
2.5,0.71104,0.96152,1.366,0.70912,0.9775,0.85167,29
2.51,0.7128,0.9639,1.37,0.7084,0.975,0.85,28.9
2.52,0.7268,0.96427,1.398,0.71229,0.9725,0.84833,28.8
2.53,0.7408,0.96464,1.426,0.71618,0.97,0.84666,28.7
2.54,0.7548,0.96501,1.454,0.72007,0.9675,0.84499,28.6
2.55,0.7688,0.96538,1.482,0.72396,0.965,0.84332,28.5
2.56,0.7828,0.96575,1.51,0.72785,0.9625,0.84165,28.4
2.57,0.7968,0.96612,1.538,0.73174,0.96,0.83998,28.3
2.58,0.8108,0.96649,1.566,0.73563,0.9575,0.83831,28.2
2.59,0.8248,0.96686,1.594,0.73952,0.955,0.83664,28.1
2.6,0.8388,0.96723,1.622,0.74341,0.9525,0.83497,28
2.61,0.8528,0.9676,1.65,0.7473,0.95,0.8333,28.1
2.62,0.85592,0.97114,1.659,0.74659,0.9475,0.83164,28.2
2.63,0.85904,0.97468,1.668,0.74588,0.945,0.82998,28.3
2.64,0.86216,0.97822,1.677,0.74517,0.9425,0.82832,28.4
2.65,0.86528,0.98176,1.686,0.74446,0.94,0.82666,28.5
2.66,0.8684,0.9853,1.695,0.74375,0.9375,0.825,28.6
2.67,0.87152,0.98884,1.704,0.74304,0.935,0.82334,28.7
2.68,0.87464,0.99238,1.713,0.74233,0.9325,0.82168,28.8
2.69,0.87776,0.99592,1.722,0.74162,0.93,0.82002,28.9
2.7,0.88088,0.99946,1.731,0.74091,0.9275,0.81836,29
2.68,0.884,1.003,1.74,0.7402,0.925,0.8167,29.1
2.66,0.88712,1.0065,1.729,0.73559,0.9225,0.81503,29.2
2.64,0.89024,1.0101,1.718,0.73098,0.92,0.81336,29.3
2.62,0.89336,1.0136,1.707,0.72637,0.9175,0.81169,29.4
2.6,0.89648,1.0172,1.696,0.72176,0.915,0.81002,29.5
2.58,0.8996,1.0207,1.685,0.71715,0.9125,0.80835,29.6
2.56,0.90272,1.0242,1.674,0.71254,0.91,0.80668,29.7
2.54,0.90584,1.0278,1.663,0.70793,0.9075,0.80501,29.8
2.52,0.90896,1.0313,1.652,0.70332,0.905,0.80334,29.9
2.5,0.91208,1.0349,1.641,0.69871,0.9025,0.80167,30
2.45,0.9152,1.0384,1.63,0.6941,0.9,0.8,29.9
2.4,0.91312,1.0352,1.619,0.69309,0.8975,0.79833,29.8
2.35,0.91104,1.032,1.608,0.69208,0.895,0.79666,29.7
2.3,0.90896,1.0287,1.597,0.69107,0.8925,0.79499,29.6
2.25,0.90688,1.0255,1.586,0.69006,0.89,0.79332,29.5
2.2,0.9048,1.0223,1.575,0.68905,0.8875,0.79165,29.4
2.15,0.90272,1.0191,1.564,0.68804,0.885,0.78998,29.3
2.1,0.90064,1.0159,1.553,0.68703,0.8825,0.78831,29.2
2.05,0.89856,1.0126,1.542,0.68602,0.88,0.78664,29.1
2,0.89648,1.0094,1.531,0.68501,0.8775,0.78497,29
1.92,0.8944,1.0062,1.52,0.684,0.875,0.7833,29
1.84,0.89232,1.0022,1.466,0.66862,0.875,0.78164,29
1.76,0.89024,0.99816,1.412,0.65324,0.875,0.77998,29
1.68,0.88816,0.99414,1.358,0.63786,0.875,0.77832,29
1.6,0.88608,0.99012,1.304,0.62248,0.875,0.77666,29
1.52,0.884,0.9861,1.25,0.6071,0.875,0.775,29
1.44,0.88192,0.98208,1.196,0.59172,0.875,0.77334,29
1.36,0.87984,0.97806,1.142,0.57634,0.875,0.77168,29
1.28,0.87776,0.97404,1.088,0.56096,0.875,0.77002,29
1.2,0.87568,0.97002,1.034,0.54558,0.875,0.76836,29
1.25,0.8736,0.966,0.98,0.5302,0.875,0.7667,29
1.3,0.88916,0.96319,0.984,0.52685,0.875,0.76503,29
1.35,0.90472,0.96038,0.988,0.5235,0.875,0.76336,29
1.4,0.92028,0.95757,0.992,0.52015,0.875,0.76169,29
1.45,0.93584,0.95476,0.996,0.5168,0.875,0.76002,29
1.5,0.9514,0.95195,1,0.51345,0.875,0.75835,29
1.55,0.96696,0.94914,1.004,0.5101,0.875,0.75668,29
1.6,0.98252,0.94633,1.008,0.50675,0.875,0.75501,29
1.65,0.99808,0.94352,1.012,0.5034,0.875,0.75334,29
1.7,1.0136,0.94071,1.016,0.50005,0.875,0.75167,29
1.684,1.0292,0.9379,1.02,0.4967,0.875,0.75,29.1
1.668,1.0325,0.93931,1.045,0.4995,0.875,0.75,29.2
1.652,1.0359,0.94072,1.07,0.5023,0.875,0.75,29.3
1.636,1.0392,0.94213,1.095,0.5051,0.875,0.75,29.4
1.62,1.0425,0.94354,1.12,0.5079,0.875,0.75,29.5
1.604,1.0458,0.94495,1.145,0.5107,0.875,0.75,29.6
1.588,1.0492,0.94636,1.17,0.5135,0.875,0.75,29.7
1.572,1.0525,0.94777,1.195,0.5163,0.875,0.75,29.8
1.556,1.0558,0.94918,1.22,0.5191,0.875,0.75,29.9
1.54,1.0592,0.95059,1.245,0.5219,0.875,0.75,30
1.524,1.0625,0.952,1.27,0.5247,0.875,0.75,30.2
1.508,1.065,0.9525,1.264,0.52556,0.875,0.75,30.4
1.492,1.0675,0.953,1.258,0.52642,0.875,0.75,30.6
1.476,1.07,0.9535,1.252,0.52728,0.875,0.75,30.8
1.46,1.0725,0.954,1.246,0.52814,0.875,0.75,31
1.444,1.075,0.9545,1.24,0.529,0.875,0.75,31.2
1.428,1.0775,0.955,1.234,0.52986,0.875,0.75,31.4
1.412,1.08,0.9555,1.228,0.53072,0.875,0.75,31.6
1.396,1.0825,0.956,1.222,0.53158,0.875,0.75,31.8
1.38,1.085,0.9565,1.216,0.53244,0.875,0.75,32
1.364,1.0875,0.957,1.21,0.5333,0.875,0.75,32
1.348,1.09,0.95475,1.203,0.54517,0.875,0.75,32
1.332,1.0925,0.9525,1.196,0.55704,0.875,0.75,32
1.316,1.095,0.95025,1.189,0.56891,0.875,0.75,32
1.3,1.0975,0.948,1.182,0.58078,0.875,0.75,32
1.284,1.1,0.94575,1.175,0.59265,0.875,0.75,32
1.268,1.1025,0.9435,1.168,0.60452,0.875,0.75,32
1.252,1.105,0.94125,1.161,0.61639,0.875,0.75,32
1.236,1.1075,0.939,1.154,0.62826,0.875,0.75,32
1.22,1.11,0.93675,1.147,0.64013,0.875,0.75,32
1.204,1.1125,0.9345,1.14,0.652,0.875,0.75,31.9
1.188,1.125,0.93478,1.135,0.6531,0.875,0.75,31.8
1.172,1.1375,0.93506,1.13,0.6542,0.875,0.75,31.7
1.156,1.15,0.93534,1.125,0.6553,0.875,0.75,31.6
1.14,1.1625,0.93562,1.12,0.6564,0.875,0.75,31.5
1.124,1.1751,0.9359,1.115,0.6575,0.875,0.75,31.4
1.108,1.1876,0.93618,1.11,0.6586,0.875,0.75,31.3
1.092,1.2001,0.93646,1.105,0.6597,0.875,0.75,31.2
1.076,1.2126,0.93674,1.1,0.6608,0.875,0.75,31.1
1.06,1.2251,0.93702,1.095,0.6619,0.875,0.75,31
1.044,1.2376,0.9373,1.09,0.663,0.875,0.75,31
1.028,1.2376,0.93639,1.092,0.66081,0.875,0.75,31
1.012,1.2376,0.93548,1.094,0.65862,0.875,0.75,31
0.996,1.2376,0.93457,1.096,0.65643,0.875,0.75,31
0.98,1.2376,0.93366,1.098,0.65424,0.875,0.75,31
0.964,1.2376,0.93275,1.1,0.65205,0.875,0.75,31
0.948,1.2376,0.93184,1.102,0.64986,0.875,0.75,31
0.932,1.2376,0.93093,1.104,0.64767,0.875,0.75,31
0.916,1.2376,0.93002,1.106,0.64548,0.875,0.75,31
0.9,1.2376,0.92911,1.108,0.64329,0.875,0.75,31
0.886,1.2376,0.9282,1.11,0.6411,0.875,0.75,31
0.872,1.2245,0.92628,1.113,0.6488,0.875,0.75,31
0.858,1.2115,0.92436,1.116,0.6565,0.875,0.75,31
0.844,1.1984,0.92244,1.119,0.6642,0.875,0.75,31
0.83,1.1854,0.92052,1.122,0.6719,0.875,0.75,31
0.816,1.1723,0.9186,1.125,0.6796,0.875,0.75,31
0.802,1.1592,0.91668,1.128,0.6873,0.875,0.75,31
0.788,1.1462,0.91476,1.131,0.695,0.875,0.75,31
0.774,1.1331,0.91284,1.134,0.7027,0.875,0.75,31
0.76,1.1201,0.91092,1.137,0.7104,0.875,0.75,31
0.784,1.107,0.909,1.14,0.7181,0.875,0.75,31
0.808,1.107,0.9063,1.138,0.71314,0.875,0.75,31
0.832,1.107,0.9036,1.136,0.70818,0.875,0.75,31
0.856,1.107,0.9009,1.134,0.70322,0.875,0.75,31
0.88,1.107,0.8982,1.132,0.69826,0.875,0.75,31
0.904,1.107,0.8955,1.13,0.6933,0.875,0.75,31
0.928,1.107,0.8928,1.128,0.68834,0.875,0.75,31
0.952,1.107,0.8901,1.126,0.68338,0.875,0.75,31
0.976,1.107,0.8874,1.124,0.67842,0.875,0.75,31
1,1.107,0.8847,1.122,0.67346,0.875,0.75,31
1.1,1.107,0.882,1.12,0.6685,0.875,0.75,30.9
1.2,1.1186,0.87828,1.118,0.66139,0.875,0.75,30.8
1.3,1.1302,0.87456,1.116,0.65428,0.875,0.75,30.7
1.4,1.1419,0.87084,1.114,0.64717,0.875,0.75,30.6
1.5,1.1535,0.86712,1.112,0.64006,0.875,0.75,30.5
1.6,1.1651,0.8634,1.11,0.63295,0.875,0.75,30.4
1.7,1.1767,0.85968,1.108,0.62584,0.875,0.75,30.3
1.8,1.1883,0.85596,1.106,0.61873,0.875,0.75,30.2
1.9,1.2,0.85224,1.104,0.61162,0.875,0.75,30.1
2,1.2116,0.84852,1.102,0.60451,0.875,0.75,30
2.05,1.2232,0.8448,1.1,0.5974,0.875,0.75,30.1
2.1,1.2219,0.84398,1.099,0.58646,0.875,0.75,30.2
2.15,1.2206,0.84316,1.098,0.57552,0.875,0.75,30.3
2.2,1.2194,0.84234,1.097,0.56458,0.875,0.75,30.4
2.25,1.2181,0.84152,1.096,0.55364,0.875,0.75,30.5
2.3,1.2168,0.8407,1.095,0.5427,0.875,0.75,30.6
2.35,1.2155,0.83988,1.094,0.53176,0.875,0.75,30.7
2.4,1.2142,0.83906,1.093,0.52082,0.875,0.75,30.8
2.45,1.213,0.83824,1.092,0.50988,0.875,0.75,30.9
2.5,1.2117,0.83742,1.091,0.49894,0.875,0.75,31
2.55,1.2104,0.8366,1.09,0.488,0.875,0.75,31
2.6,1.2123,0.8355,1.092,0.48629,0.875,0.75,31
2.65,1.2143,0.8344,1.094,0.48458,0.875,0.75,31
2.7,1.2162,0.8333,1.096,0.48287,0.875,0.75,31
2.75,1.2182,0.8322,1.098,0.48116,0.875,0.75,31
2.8,1.2201,0.8311,1.1,0.47945,0.875,0.75,31
2.85,1.222,0.83,1.102,0.47774,0.875,0.75,31
2.9,1.224,0.8289,1.104,0.47603,0.875,0.75,31
2.95,1.2259,0.8278,1.106,0.47432,0.875,0.75,31
3,1.2279,0.8267,1.108,0.47261,0.875,0.75,31
3.1,1.2298,0.8256,1.11,0.4709,0.875,0.75,31.1
3.2,1.2169,0.82452,1.113,0.50002,0.875,0.75,31.2
3.3,1.2039,0.82344,1.116,0.52914,0.875,0.75,31.3
3.4,1.191,0.82236,1.119,0.55826,0.875,0.75,31.4
3.5,1.178,0.82128,1.122,0.58738,0.875,0.75,31.5
3.6,1.1651,0.8202,1.125,0.6165,0.875,0.75,31.6
3.7,1.1522,0.81912,1.128,0.64562,0.875,0.75,31.7
3.8,1.1392,0.81804,1.131,0.67474,0.875,0.75,31.8
3.9,1.1263,0.81696,1.134,0.70386,0.875,0.75,31.9
4,1.1133,0.81588,1.137,0.73298,0.875,0.75,32
4.05,1.1004,0.8148,1.14,0.7621,0.875,0.75,32
4.1,1.0965,0.81594,1.136,0.76313,0.875,0.75,32
4.15,1.0925,0.81708,1.132,0.76416,0.875,0.75,32
4.2,1.0886,0.81822,1.128,0.76519,0.875,0.75,32
4.25,1.0847,0.81936,1.124,0.76622,0.875,0.75,32
4.3,1.0808,0.8205,1.12,0.76725,0.875,0.75,32
4.35,1.0768,0.82164,1.116,0.76828,0.875,0.75,32
4.4,1.0729,0.82278,1.112,0.76931,0.875,0.75,32
4.45,1.069,0.82392,1.108,0.77034,0.875,0.75,32
4.5,1.065,0.82506,1.104,0.77137,0.875,0.75,32
4.53,1.0611,0.8262,1.1,0.7724,0.875,0.75,32
4.56,1.0611,0.83106,1.097,0.77182,0.875,0.75,32
4.59,1.0611,0.83592,1.094,0.77124,0.875,0.75,32
4.62,1.0611,0.84078,1.091,0.77066,0.875,0.75,32
4.65,1.0611,0.84564,1.088,0.77008,0.875,0.75,32
4.68,1.0611,0.8505,1.085,0.7695,0.875,0.75,32
4.71,1.0611,0.85536,1.082,0.76892,0.875,0.75,32
4.74,1.0611,0.86022,1.079,0.76834,0.875,0.75,32
4.77,1.0611,0.86508,1.076,0.76776,0.875,0.75,32
4.8,1.0611,0.86994,1.073,0.76718,0.875,0.75,32
4.82,1.0611,0.8748,1.07,0.7666,0.875,0.75,32
4.84,1.071,0.87532,1.084,0.77216,0.875,0.75,32
4.86,1.0809,0.87584,1.098,0.77772,0.875,0.75,32
4.88,1.0908,0.87636,1.112,0.78328,0.875,0.75,32
4.9,1.1007,0.87688,1.126,0.78884,0.875,0.75,32
4.92,1.1105,0.8774,1.14,0.7944,0.875,0.75,32
4.94,1.1204,0.87792,1.154,0.79996,0.875,0.75,32
4.96,1.1303,0.87844,1.168,0.80552,0.875,0.75,32
4.98,1.1402,0.87896,1.182,0.81108,0.875,0.75,32
5,1.1501,0.87948,1.196,0.81664,0.875,0.75,32
5,1.16,0.88,1.21,0.8222,0.875,0.75,31.9
5,1.16,0.8824,1.21,0.8222,0.875,0.75,31.8
5,1.16,0.8848,1.21,0.8222,0.875,0.75,31.7
5,1.16,0.8872,1.21,0.8222,0.875,0.75,31.6
5,1.16,0.8896,1.21,0.8222,0.875,0.75,31.5
5,1.16,0.892,1.21,0.8222,0.875,0.75,31.4
5,1.16,0.8944,1.21,0.8222,0.875,0.75,31.3
5,1.16,0.8968,1.21,0.8222,0.875,0.75,31.2
5,1.16,0.8992,1.21,0.8222,0.875,0.75,31.1
5,1.16,0.9016,1.21,0.8222,0.875,0.75,31
4.98,1.16,0.904,1.21,0.8222,0.875,0.75,31
4.96,1.16,0.9048,1.203,0.8206,0.875,0.75,31
4.94,1.16,0.9056,1.196,0.819,0.875,0.75,31
4.92,1.16,0.9064,1.189,0.8174,0.875,0.75,31
4.9,1.16,0.9072,1.182,0.8158,0.875,0.75,31
4.88,1.16,0.908,1.175,0.8142,0.875,0.75,31
4.86,1.16,0.9088,1.168,0.8126,0.875,0.75,31
4.84,1.16,0.9096,1.161,0.811,0.875,0.75,31
4.82,1.16,0.9104,1.154,0.8094,0.875,0.75,31
4.8,1.16,0.9112,1.147,0.8078,0.875,0.75,31
4.77,1.16,0.912,1.14,0.8062,0.875,0.75,31
4.74,1.1554,0.91165,1.133,0.80224,0.875,0.75,31
4.71,1.1508,0.9113,1.126,0.79828,0.875,0.75,31
4.68,1.1462,0.91095,1.119,0.79432,0.875,0.75,31
4.65,1.1416,0.9106,1.112,0.79036,0.875,0.75,31
4.62,1.1369,0.91025,1.105,0.7864,0.875,0.75,31
4.59,1.1323,0.9099,1.098,0.78244,0.875,0.75,31
4.56,1.1277,0.90955,1.091,0.77848,0.875,0.75,31
4.53,1.1231,0.9092,1.084,0.77452,0.875,0.75,31
4.5,1.1185,0.90885,1.077,0.77056,0.875,0.75,31
4.45,1.1139,0.9085,1.07,0.7666,0.875,0.75,31
4.4,1.1111,0.90928,1.07,0.76006,0.875,0.75,31
4.35,1.1083,0.91006,1.07,0.75352,0.875,0.75,31
4.3,1.1054,0.91084,1.07,0.74698,0.875,0.75,31
4.25,1.1026,0.91162,1.07,0.74044,0.875,0.75,31
4.2,1.0998,0.9124,1.07,0.7339,0.875,0.75,31
4.15,1.097,0.91318,1.07,0.72736,0.875,0.75,31
4.1,1.0942,0.91396,1.07,0.72082,0.875,0.75,31
4.05,1.0913,0.91474,1.07,0.71428,0.875,0.75,31
4,1.0885,0.91552,1.07,0.70774,0.875,0.75,31
3.95,1.0857,0.9163,1.07,0.7012,0.875,0.75,31
3.9,1.0843,0.91663,1.091,0.69924,0.875,0.75,31
3.85,1.0829,0.91696,1.112,0.69728,0.875,0.75,31
3.8,1.0815,0.91729,1.133,0.69532,0.875,0.75,31
3.75,1.0801,0.91762,1.154,0.69336,0.875,0.75,31
3.7,1.0787,0.91795,1.175,0.6914,0.875,0.75,31
3.65,1.0772,0.91828,1.196,0.68944,0.875,0.75,31
3.6,1.0758,0.91861,1.217,0.68748,0.875,0.75,31
3.55,1.0744,0.91894,1.238,0.68552,0.875,0.75,31
3.5,1.073,0.91927,1.259,0.68356,0.875,0.75,31
3.45,1.0716,0.9196,1.28,0.6816,0.875,0.75,31
3.4,1.0674,0.91597,1.295,0.69234,0.875,0.75,31
3.35,1.0631,0.91234,1.31,0.70308,0.875,0.75,31
3.3,1.0589,0.90871,1.325,0.71382,0.875,0.75,31
3.25,1.0547,0.90508,1.34,0.72456,0.875,0.75,31
3.2,1.0505,0.90145,1.355,0.7353,0.875,0.75,31
3.15,1.0462,0.89782,1.37,0.74604,0.875,0.75,31
3.1,1.042,0.89419,1.385,0.75678,0.875,0.75,31
3.05,1.0378,0.89056,1.4,0.76752,0.875,0.75,31
3,1.0335,0.88693,1.415,0.77826,0.875,0.75,31
2.9,1.0293,0.8833,1.43,0.789,0.875,0.75,31
2.8,1.0244,0.87967,1.43,0.79817,0.85417,0.75,31
2.7,1.0194,0.87604,1.43,0.80734,0.83334,0.75,31
2.6,1.0145,0.87241,1.43,0.81651,0.81251,0.75,31
2.5,1.0096,0.86878,1.43,0.82568,0.79168,0.75,31
2.4,1.0047,0.86515,1.43,0.83485,0.77085,0.75,31
2.3,0.99972,0.86152,1.43,0.84402,0.75002,0.75,31
2.2,0.99479,0.85789,1.43,0.85319,0.72919,0.75,31
2.1,0.98986,0.85426,1.43,0.86236,0.70836,0.75,31
2,0.98493,0.85063,1.43,0.87153,0.68753,0.75,31
1.95,0.98,0.847,1.43,0.8807,0.6667,0.75,30.9
1.9,0.98343,0.84579,1.427,0.87942,0.64586,0.75,30.8
1.85,0.98686,0.84458,1.424,0.87814,0.62502,0.75,30.7
1.8,0.99029,0.84337,1.421,0.87686,0.60418,0.75,30.6
1.75,0.99372,0.84216,1.418,0.87558,0.58334,0.75,30.5
1.7,0.99715,0.84095,1.415,0.8743,0.5625,0.75,30.4
1.65,1.0006,0.83974,1.412,0.87302,0.54166,0.75,30.3
1.6,1.004,0.83853,1.409,0.87174,0.52082,0.75,30.2
1.55,1.0074,0.83732,1.406,0.87046,0.49998,0.75,30.1
1.5,1.0109,0.83611,1.403,0.86918,0.47914,0.75,30
1.45,1.0143,0.8349,1.4,0.8679,0.4583,0.75,30
1.4,1.0143,0.8349,1.398,0.85818,0.43747,0.75,30
1.35,1.0143,0.8349,1.396,0.84846,0.41664,0.75,30
1.3,1.0143,0.8349,1.394,0.83874,0.39581,0.75,30
1.25,1.0143,0.8349,1.392,0.82902,0.37498,0.75,30
1.2,1.0143,0.8349,1.39,0.8193,0.35415,0.75,30
1.15,1.0143,0.8349,1.388,0.80958,0.33332,0.75,30
1.1,1.0143,0.8349,1.386,0.79986,0.31249,0.75,30
1.05,1.0143,0.8349,1.384,0.79014,0.29166,0.75,30
1,1.0143,0.8349,1.382,0.78042,0.27083,0.75,30
1,1.0143,0.8349,1.38,0.7707,0.25,0.75,29.9
1,1.0187,0.83925,1.378,0.77524,0.25,0.75,29.8
1,1.0231,0.8436,1.376,0.77978,0.25,0.75,29.7
1,1.0275,0.84795,1.374,0.78432,0.25,0.75,29.6
1,1.0319,0.8523,1.372,0.78886,0.25,0.75,29.5
1,1.0364,0.85665,1.37,0.7934,0.25,0.75,29.4
1,1.0408,0.861,1.368,0.79794,0.25,0.75,29.3
1,1.0452,0.86535,1.366,0.80248,0.25,0.75,29.2
1,1.0496,0.8697,1.364,0.80702,0.25,0.75,29.1
1,1.054,0.87405,1.362,0.81156,0.25,0.75,29
1.05,1.0584,0.8784,1.36,0.8161,0.25,0.75,28.9
1.1,1.0732,0.88158,1.362,0.82745,0.25,0.75,28.8
1.15,1.088,0.88476,1.364,0.8388,0.25,0.75,28.7
1.2,1.1027,0.88794,1.366,0.85015,0.25,0.75,28.6
1.25,1.1175,0.89112,1.368,0.8615,0.25,0.75,28.5
1.3,1.1323,0.8943,1.37,0.87285,0.25,0.75,28.4
1.35,1.1471,0.89748,1.372,0.8842,0.25,0.75,28.3
1.4,1.1619,0.90066,1.374,0.89555,0.25,0.75,28.2
1.45,1.1766,0.90384,1.376,0.9069,0.25,0.75,28.1
1.5,1.1914,0.90702,1.378,0.91825,0.25,0.75,28
1.55,1.2062,0.9102,1.38,0.9296,0.25,0.75,28
1.6,1.2062,0.91168,1.39,0.93917,0.25,0.75,28
1.65,1.2062,0.91316,1.4,0.94874,0.25,0.75,28
1.7,1.2062,0.91464,1.41,0.95831,0.25,0.75,28
1.75,1.2062,0.91612,1.42,0.96788,0.25,0.75,28
1.8,1.2062,0.9176,1.43,0.97745,0.25,0.75,28
1.85,1.2062,0.91908,1.44,0.98702,0.25,0.75,28
1.9,1.2062,0.92056,1.45,0.99659,0.25,0.75,28
1.95,1.2062,0.92204,1.46,1.0062,0.25,0.75,28
2,1.2062,0.92352,1.47,1.0157,0.25,0.75,28
2,1.2062,0.925,1.48,1.0253,0.25,0.75,28.1
2,1.1995,0.92722,1.485,1.0225,0.25,0.75,28.2
2,1.1929,0.92944,1.49,1.0198,0.25,0.75,28.3
2,1.1862,0.93166,1.495,1.017,0.25,0.75,28.4
2,1.1796,0.93388,1.5,1.0143,0.25,0.75,28.5
2,1.1729,0.9361,1.505,1.0115,0.25,0.75,28.6
2,1.1662,0.93832,1.51,1.0087,0.25,0.75,28.7
2,1.1596,0.94054,1.515,1.006,0.25,0.75,28.8
2,1.1529,0.94276,1.52,1.0032,0.25,0.75,28.9
2,1.1463,0.94498,1.525,1.0005,0.25,0.75,29
