  6.0722619395882313e+000	  5.9855096391724443e+000	  5.7708008397769124e+000	  3.6865964202036889e+000	  4.6527424577687162e+000	
  6.0724062284946951e+000	  5.9856696012222503e+000	  5.7709127601235668e+000	  3.6866690542754248e+000	  4.6528888649048108e+000	
  6.0726277396564265e+000	  5.9859090401733477e+000	  5.7710965928846623e+000	  3.6867887509308774e+000	  4.6531010183883428e+000	
  6.0729004539256701e+000	  5.9861985644819393e+000	  5.7713306164429801e+000	  3.6869398180009703e+000	  4.6533533027409213e+000	
  6.0744304155795383e+000	  5.9877986922126087e+000	  5.7726883513548390e+000	  3.6878010143548816e+000	  4.6547220672512681e+000	
  6.0762883920790314e+000	  5.9897234536647961e+000	  5.7743835351711335e+000	  3.6888587862463180e+000	  4.6563403924295761e+000	
  6.0782771505109841e+000	  5.9917836077145532e+000	  5.7762222077982166e+000	  3.6899997023078304e+000	  4.6580572257236490e+000	
  6.0802671117395715e+000	  5.9938525310483710e+000	  5.7780726842820753e+000	  3.6911261255667078e+000	  4.6597650135227111e+000	
  6.0852669564227755e+000	  5.9990697991667163e+000	  5.7827924288440569e+000	  3.6938870462168305e+000	  4.6639893561550183e+000	
  6.0878810791545641e+000	  6.0016507304801143e+000	  5.7854440926014705e+000	  3.6958688956732826e+000	  4.6662229569617013e+000	
  6.0864447006517297e+000	  6.0002658501925019e+000	  5.7839973169331804e+000	  3.6948901970326880e+000	  4.6650498304814949e+000	
  6.0859602581142411e+000	  5.9998174465039957e+000	  5.7834439084460048e+000	  3.6944954996126582e+000	  4.6646563724264123e+000	
  6.0859126680884650e+000	  5.9997943740332307e+000	  5.7833457225448583e+000	  3.6943794892780599e+000	  4.6646183108295256e+000	
  6.0860199848659988e+000	  5.9999145397614830e+000	  5.7834440985441447e+000	  3.6943704445386616e+000	  4.6646976126345194e+000	
  6.0863237472444300e+000	  6.0002281624282832e+000	  5.7837469514823860e+000	  3.6945001202512273e+000	  4.6649394163672211e+000	
  6.0867047280044995e+000	  6.0006204166099977e+000	  5.7841227212512933e+000	  3.6946889089176214e+000	  4.6652485789401190e+000	
  6.0879410521115132e+000	  6.0018918454611860e+000	  5.7853224504469347e+000	  3.6953648118641942e+000	  4.6662675427414815e+000	
  6.0890156384856224e+000	  6.0030079604220070e+000	  5.7863444774805259e+000	  3.6959423958818900e+000	  4.6671572757692479e+000	
  6.0900836230475344e+000	  6.0041184346911329e+000	  5.7873635302121214e+000	  3.6965243757259918e+000	  4.6680435100931774e+000	
  6.0911289245843321e+000	  6.0052084745946592e+000	  5.7883664674189408e+000	  3.6970990787310263e+000	  4.6689131855207782e+000	
  6.0950933561595164e+000	  6.0093707858710461e+000	  5.7921795849469877e+000	  3.6992306737674228e+000	  4.6722003914783263e+000	
  6.0984408530632406e+000	  6.0126667567921928e+000	  5.7955725864513807e+000	  3.7017310399187608e+000	  4.6750419208034515e+000	
  6.0967783140631076e+000	  6.0110531426040881e+000	  5.7939473333058533e+000	  3.7006367498668742e+000	  4.6736804702958672e+000	
  6.0960786954685995e+000	  6.0103968146430580e+000	  5.7931805354119179e+000	  3.7001169229981450e+000	  4.6731125176224442e+000	
  6.0957635250067588e+000	  6.0101220274522102e+000	  5.7927831374552650e+000	  3.6998276586567957e+000	  4.6728618938854858e+000	
  6.0956405869333361e+000	  6.0100189074151169e+000	  5.7926368494479750e+000	  3.6996622347793440e+000	  4.6727513606066813e+000	
