  2.7872006276142174e+000	  2.7473808588737643e+000	  2.6488283744152126e+000	  1.6402733350177030e+000	  2.0952954435210773e+000	
  2.7872668569921086e+000	  2.7474542823080705e+000	  2.6488797464514557e+000	  1.6403056520162302e+000	  2.0953613758626894e+000	
  2.7873682896413436e+000	  2.7475639473663227e+000	  2.6489638965378144e+000	  1.6403588195421230e+000	  2.0954567696645880e+000	
  2.7874930865009073e+000	  2.7476964655543648e+000	  2.6490709530478882e+000	  1.6404258938609160e+000	  2.0955701521817089e+000	
  2.7881943166948835e+000	  2.7484299170373214e+000	  2.6496931814409010e+000	  1.6408086864368137e+000	  2.0961859323058039e+000	
  2.7890514711559620e+000	  2.7493176643884163e+000	  2.6504753979060878e+000	  1.6412809119072784e+000	  2.0969173427630579e+000	
  2.7899827761918075e+000	  2.7502814778340046e+000	  2.6513368956627534e+000	  1.6417953190195391e+000	  2.0977016569699054e+000	
  2.7909167810383209e+000	  2.7512514342788328e+000	  2.6522058521880099e+000	  1.6423040670448263e+000	  2.0984831979944061e+000	
  2.7932632465199316e+000	  2.7536969706207746e+000	  2.6544211896398529e+000	  1.6435514062957084e+000	  2.1004167359852772e+000	
  2.7947246359159053e+000	  2.7551394211801457e+000	  2.6558868225384016e+000	  1.6445293237516700e+000	  2.1015808470387696e+000	
  2.7940201143994727e+000	  2.7544591796565472e+000	  2.6551797707803746e+000	  1.6440772420124909e+000	  2.1010251787986411e+000	
  2.7937581405027916e+000	  2.7542143099526246e+000	  2.6548881054259112e+000	  1.6438870625594157e+000	  2.1008240179818602e+000	
  2.7937025946732654e+000	  2.7541704957635202e+000	  2.6548110089855865e+000	  1.6438230543048444e+000	  2.1007864831842258e+000	
  2.7937180833093547e+000	  2.7541923604793164e+000	  2.6548240725613219e+000	  1.6438066148216843e+000	  2.1008017604643223e+000	
  2.7938337859279989e+000	  2.7543129251148550e+000	  2.6549405377302566e+000	  1.6438555896529816e+000	  2.1008962969074823e+000	
  2.7939927323221756e+000	  2.7544772717977661e+000	  2.6550978843578514e+000	  1.6439337332134307e+000	  2.1010258876234822e+000	
  2.7945518364146773e+000	  2.7550526089405061e+000	  2.6556406081724666e+000	  1.6442313827569122e+000	  2.1014796969485285e+000	
  2.7950439726313152e+000	  2.7555638240417295e+000	  2.6561086743033546e+000	  1.6444879594738409e+000	  2.1018797082723184e+000	
  2.7955420189072431e+000	  2.7560812641642172e+000	  2.6565838712249588e+000	  1.6447497776998294e+000	  2.1022835539026166e+000	
  2.7960362731605808e+000	  2.7565958512368574e+000	  2.6570579617725274e+000	  1.6450107910469807e+000	  2.1026839483792807e+000	
  2.7979125827858384e+000	  2.7585621997771064e+000	  2.6588620051407625e+000	  1.6459800006463254e+000	  2.1041985616913097e+000	
  2.7997552909724810e+000	  2.7603769505655849e+000	  2.6607104019024677e+000	  1.6472050885242118e+000	  2.1056635556448078e+000	
  2.7989557464448431e+000	  2.7596003772793392e+000	  2.6599297772970214e+000	  1.6467048023712532e+000	  2.1050283853250775e+000	
  2.7986014383764766e+000	  2.7592664089419965e+000	  2.6595462737759386e+000	  1.6464613084375945e+000	  2.1047525281780772e+000	
  2.7984268075798235e+000	  2.7591107380481295e+000	  2.6593353819992873e+000	  1.6463215816937593e+000	  2.1046215230196808e+000	
  2.7983331162641085e+000	  2.7590266680165549e+000	  2.6592328230521596e+000	  1.6462342740205853e+000	  2.1045491892711707e+000	
  2.7983796653519346e+000	  2.7590782189518364e+000	  2.6592817859396569e+000	  1.6462380710915323e+000	  2.1045859344343776e+000	
  2.7984925103798459e+000	  2.7591957724876943e+000	  2.6593980412069236e+000	  1.6462860292648005e+000	  2.1046757516709675e+000	
  2.7988844085892630e+000	  2.7596015747869584e+000	  2.6597866489116395e+000	  1.6464856871722937e+000	  2.1049899247682315e+000	
  2.7992283649528176e+000	  2.7599612281367145e+000	  2.6601209900070257e+000	  1.6466539094245811e+000	  2.1052658738655867e+000	
  2.7996213975796604e+000	  2.7603694224631647e+000	  2.6605031033729638e+000	  1.6468568488963540e+000	  2.1055804003173924e+000	
  2.8006804800228449e+000	  2.7614741900526507e+000	  2.6615307353605373e+000	  1.6474076379529585e+000	  2.1064278494437936e+000	
  2.8017992656083655e+000	  2.7626434309678545e+000	  2.6626167943764356e+000	  1.6480203437763148e+000	  2.1073240992063913e+000	
  2.8025777224703550e+000	  2.7634791315820406e+000	  2.6633622520082709e+000	  1.6483961233284914e+000	  2.1079493927052559e+000	
  2.8034351381833695e+000	  2.7643891888979435e+000	  2.6641932389746921e+000	  1.6488055568213809e+000	  2.1086335001021999e+000	
  2.8054624580523937e+000	  2.7665229456329512e+000	  2.6661721962784730e+000	  1.6498485890845969e+000	  2.1102480446305578e+000	
  2.8075852188157242e+000	  2.7687692221741660e+000	  2.6682384674336768e+000	  1.6510258425580331e+000	  2.1119476075032582e+000	
  2.8073906457173359e+000	  2.7686236383397080e+000	  2.6680179947127192e+000	  1.6507764295236174e+000	  2.1117937934277200e+000	
  2.8080184567273405e+000	  2.7692761847701899e+000	  2.6686429240218588e+000	  1.6510468887747405e+000	  2.1122855677829953e+000	
  2.8091135231946369e+000	  2.7703943183840312e+000	  2.6697406231425926e+000	  1.6516607778888883e+000	  2.1131498503466273e+000	
