  5.7434924420898857e+012	  5.7434924420898857e+012	
  5.7434931091942891e+012	  5.7434931091942891e+012	
  5.7434937757852217e+012	  5.7434937757852217e+012	
  5.7435004220428193e+012	  5.7435004220428193e+012	
  5.7435070685273857e+012	  5.7435070685273857e+012	
  5.7435136765415459e+012	  5.7435136765415459e+012	
  5.7435791643602412e+012	  5.7435791643602412e+012	
  5.7436446660186621e+012	  5.7436446660186621e+012	
  5.7437095663016914e+012	  5.7437095663016914e+012	
  5.7443569528035752e+012	  5.7443569528035752e+012	
  5.7450041766685986e+012	  5.7450041766685986e+012	
  5.7456457095610039e+012	  5.7456457095610039e+012	
  5.7491528117762119e+012	  5.7491528117762119e+012	
  5.7526538092143584e+012	  5.7526538092143584e+012	
  5.7560940534948555e+012	  5.7560940534948555e+012	
  5.7626799844753955e+012	  5.7626799844753955e+012	
  5.7692879477744023e+012	  5.7692879477744023e+012	
  5.7759294756196113e+012	  5.7759294756196113e+012	
  5.7826103160929551e+012	  5.7826103160929551e+012	
  5.7939329028874365e+012	  5.7939329028874365e+012	
  5.8052961395358184e+012	  5.8052961395358184e+012	
  5.8166258066354834e+012	  5.8166258066354834e+012	
  5.8278873402327168e+012	  5.8278873402327168e+012	
  5.8390327475480264e+012	  5.8390327475480264e+012	
  5.8554075172069756e+012	  5.8554075172069756e+012	
  5.8714710909255615e+012	  5.8714710909255615e+012	
  5.8872194814101826e+012	  5.8872194814101826e+012	
  5.9026618688139668e+012	  5.9026618688139668e+012	
  5.9179028641396250e+012	  5.9179028641396250e+012	
  5.9331954107705195e+012	  5.9331954107705195e+012	
  5.9483117357884229e+012	  5.9483117357884229e+012	
  5.9632983693338096e+012	  5.9632983693338096e+012	
  5.9781557985998389e+012	  5.9781557985998389e+012	
  5.9928648435937549e+012	  5.9928648435937549e+012	
  6.0127511674540918e+012	  6.0127511674540918e+012	
  6.0322684709890508e+012	  6.0322684709890508e+012	
  6.0514063576090361e+012	  6.0514063576090361e+012	
  6.0701578081222070e+012	  6.0701578081222070e+012	
  6.0885270380971699e+012	  6.0885270380971699e+012	
  6.1205528607307686e+012	  6.1205528607307686e+012	
  6.1452041566338086e+012	  6.1452041566338086e+012	
  6.1692824322169727e+012	  6.1692824322169727e+012	
  6.1930119796174189e+012	  6.1930119796174189e+012	
  6.2161937927513359e+012	  6.2161937927513359e+012	
  6.2388784926185791e+012	  6.2388784926185791e+012	
  6.2672813235457979e+012	  6.2672813235457979e+012	
  6.2949991927269766e+012	  6.2949991927269766e+012	
  6.3221022784165205e+012	  6.3221022784165205e+012	
  6.3487257535099609e+012	  6.3487257535099609e+012	
  6.3748467808912187e+012	  6.3748467808912187e+012	
  6.3828128202411318e+012	  6.3828128202411318e+012	
  6.3909109574202949e+012	  6.3909109574202949e+012	
  6.3985084901513857e+012	  6.3985084901513857e+012	
  6.4062433653786143e+012	  6.4062433653786143e+012	
  6.4214682772891875e+012	  6.4214682772891875e+012	
  6.4222080897817900e+012	  6.4222080897817900e+012	
  6.4214941715689531e+012	  6.4214941715689531e+012	
  6.4213711788016338e+012	  6.4213711788016338e+012	
  6.4214310721432764e+012	  6.4214310721432764e+012	
  6.4205946531995166e+012	  6.4205946531995166e+012	
  6.4194008189681484e+012	  6.4194008189681484e+012	
  6.4180286504610156e+012	  6.4180286504610156e+012	
  6.4148196950220322e+012	  6.4148196950220322e+012	
  6.4111985189936748e+012	  6.4111985189936748e+012	
  6.4073233568138779e+012	  6.4073233568138779e+012	
  6.4033346774121328e+012	  6.4033346774121328e+012	
  6.3963368292239551e+012	  6.3963368292239551e+012	
  6.3895475700622734e+012	  6.3895475700622734e+012	
  6.3830831197347451e+012	  6.3830831197347451e+012	
  6.3769431038521523e+012	  6.3769431038521523e+012	
  6.3711007618498789e+012	  6.3711007618498789e+012	
  6.3593039240156777e+012	  6.3593039240156777e+012	
  6.3488521377732129e+012	  6.3488521377732129e+012	
  6.3386772056958145e+012	  6.3386772056958145e+012	
  6.3293145574052285e+012	  6.3293145574052285e+012	
  6.3153587126769121e+012	  6.3153587126769121e+012	
  6.3025321749684941e+012	  6.3025321749684941e+012	
  6.2905502793783340e+012	  6.2905502793783340e+012	
  6.2794426145686514e+012	  6.2794426145686514e+012	
  6.2671393129081035e+012	  6.2671393129081035e+012	
  6.2555841322950430e+012	  6.2555841322950430e+012	
  6.2446955691215889e+012	  6.2446955691215889e+012	
  6.2344699895978320e+012	  6.2344699895978320e+012	
  6.2273951372285508e+012	  6.2273951372285508e+012	
  6.2260005620913799e+012	  6.2260005620913799e+012	
  6.2269357755801328e+012	  6.2269357755801328e+012	
  6.2287491546512861e+012	  6.2287491546512861e+012	
  6.2306720443973223e+012	  6.2306720443973223e+012	
  6.2326030637833584e+012	  6.2326030637833584e+012	
  6.2343415094968721e+012	  6.2343415094968721e+012	
  6.2358751375557383e+012	  6.2358751375557383e+012	
  6.2376130941981748e+012	  6.2376130941981748e+012	
  6.2391737639198564e+012	  6.2391737639198564e+012	
  6.2415392721819248e+012	  6.2415392721819248e+012	
  6.2407980040433721e+012	  6.2407980040433721e+012	
  6.2384451113437109e+012	  6.2384451113437109e+012	
  6.2356089873623281e+012	  6.2356089873623281e+012	
  6.2328552720806367e+012	  6.2328552720806367e+012	
  6.2299864228244668e+012	  6.2299864228244668e+012	
  6.2273020463177754e+012	  6.2273020463177754e+012	
  6.2247671953759189e+012	  6.2247671953759189e+012	
  6.2199306873459160e+012	  6.2199306873459160e+012	
  6.2152744299285459e+012	  6.2152744299285459e+012	
  6.2110204150547295e+012	  6.2110204150547295e+012	
  6.2070875392598740e+012	  6.2070875392598740e+012	
  6.1996949080423516e+012	  6.1996949080423516e+012	
  6.1923902057237998e+012	  6.1923902057237998e+012	
  6.1859913049747695e+012	  6.1859913049747695e+012	
  6.1789079748991152e+012	  6.1789079748991152e+012	
  6.1722295788325459e+012	  6.1722295788325459e+012	
  6.1646823324903975e+012	  6.1646823324903975e+012	
  6.1576641073866895e+012	  6.1576641073866895e+012	
  6.1496469418018623e+012	  6.1496469418018623e+012	
  6.1421398936456592e+012	  6.1421398936456592e+012	
  6.1381143967400703e+012	  6.1381143967400703e+012	
  6.1364218577741973e+012	  6.1364218577741973e+012	
  6.1345537285966006e+012	  6.1345537285966006e+012	
  6.1324619038082539e+012	  6.1324619038082539e+012	
  6.1282892920367393e+012	  6.1282892920367393e+012	
  6.1265101561240352e+012	  6.1265101561240352e+012	
  6.1249469160147334e+012	  6.1249469160147334e+012	
  6.1245221448991338e+012	  6.1245221448991338e+012	
  6.1231834396188447e+012	  6.1231834396188447e+012	
  6.1216774911695771e+012	  6.1216774911695771e+012	
  6.1193003884169033e+012	  6.1193003884169033e+012	
  6.1169192533083330e+012	  6.1169192533083330e+012	
  6.1144830726411553e+012	  6.1144830726411553e+012	
  6.1083090375332852e+012	  6.1083090375332852e+012	
  6.1020956370526631e+012	  6.1020956370526631e+012	
  6.0959988305121836e+012	  6.0959988305121836e+012	
  6.0870197207428447e+012	  6.0870197207428447e+012	
  6.0781731605343311e+012	  6.0781731605343311e+012	
  6.0695524998666328e+012	  6.0695524998666328e+012	
  6.0612794327926631e+012	  6.0612794327926631e+012	
  6.0430874991187168e+012	  6.0430874991187168e+012	
  6.0403869950598281e+012	  6.0403869950598281e+012	
  6.0377404718798730e+012	  6.0377404718798730e+012	
  6.0363271705059072e+012	  6.0363271705059072e+012	
  6.0359260495363486e+012	  6.0359260495363486e+012	
  6.0352188221718555e+012	  6.0352188221718555e+012	
  6.0345382720521875e+012	  6.0345382720521875e+012	
  6.0341914510394746e+012	  6.0341914510394746e+012	
  6.0340832511063750e+012	  6.0340832511063750e+012	
  6.0339750535137988e+012	  6.0339750535137988e+012	
  6.0338638268261045e+012	  6.0338638268261045e+012	
  6.0335978684308750e+012	  6.0335978684308750e+012	
  6.0333327043650605e+012	  6.0333327043650605e+012	
  6.0330536980292158e+012	  6.0330536980292158e+012	
  6.0324444303318955e+012	  6.0324444303318955e+012	
  6.0318163366061973e+012	  6.0318163366061973e+012	
  6.0311879827094717e+012	  6.0311879827094717e+012	
  6.0302101736111279e+012	  6.0302101736111279e+012	
  6.0292542646662041e+012	  6.0292542646662041e+012	
  6.0282509857359014e+012	  6.0282509857359014e+012	
  6.0264806473996299e+012	  6.0264806473996299e+012	
  6.0259469769630811e+012	  6.0259469769630811e+012	
  6.0254092965137578e+012	  6.0254092965137578e+012	
  6.0248786473187285e+012	  6.0248786473187285e+012	
  6.0243452351412637e+012	  6.0243452351412637e+012	
  6.0233597108275420e+012	  6.0233597108275420e+012	
  6.0223730673110156e+012	  6.0223730673110156e+012	
  6.0217308563308408e+012	  6.0217308563308408e+012	
  6.0212299918787305e+012	  6.0212299918787305e+012	
  6.0207289769412256e+012	  6.0207289769412256e+012	
  6.0202356497870176e+012	  6.0202356497870176e+012	
  6.0190699453779014e+012	  6.0190699453779014e+012	
  6.0178992720407178e+012	  6.0178992720407178e+012	
  6.0167499201574941e+012	  6.0167499201574941e+012	
  6.0147938103986426e+012	  6.0147938103986426e+012	
  6.0128579716284150e+012	  6.0128579716284150e+012	
  6.0108841702719453e+012	  6.0108841702719453e+012	
  6.0092968199694434e+012	  6.0092968199694434e+012	
  6.0077214153849395e+012	  6.0077214153849395e+012	
  6.0061584116002725e+012	  6.0061584116002725e+012	
  6.0046067390824502e+012	  6.0046067390824502e+012	
  6.0028633841367969e+012	  6.0028633841367969e+012	
  6.0011372581212305e+012	  6.0011372581212305e+012	
  5.9994080790391260e+012	  5.9994080790391260e+012	
  5.9976919004049082e+012	  5.9976919004049082e+012	
  5.9964964428150225e+012	  5.9964964428150225e+012	
  5.9952885126851426e+012	  5.9952885126851426e+012	
  5.9941338872830654e+012	  5.9941338872830654e+012	
  5.9929685710480645e+012	  5.9929685710480645e+012	
  5.9917679697056484e+012	  5.9917679697056484e+012	
