  0.0000000000000000e+000	 -1.6999999999999999e-003	 -6.3000000000000000e-003	 -1.1200000000000000e-002	
  0.0000000000000000e+000	 -5.4000000000000003e-003	 -1.0500000000000001e-002	 -1.5900000000000001e-002	
 -3.2000000000000002e-003	 -9.1999999999999998e-003	 -1.4700000000000000e-002	 -2.0600000000000000e-002	
 -6.4999999999999997e-003	 -1.2900000000000000e-002	 -1.9000000000000000e-002	 -2.5300000000000000e-002	
 -9.7999999999999997e-003	 -1.6700000000000000e-002	 -2.3199999999999998e-002	 -2.9899999999999999e-002	
 -1.3100000000000001e-002	 -2.0500000000000001e-002	 -2.7400000000000001e-002	 -3.4599999999999999e-002	
 -1.6299999999999999e-002	 -2.4199999999999999e-002	 -3.1600000000000003e-002	 -3.9300000000000002e-002	
 -1.9599999999999999e-002	 -2.8000000000000001e-002	 -3.5799999999999998e-002	 -4.3999999999999997e-002	
 -2.2900000000000000e-002	 -3.1699999999999999e-002	 -4.0000000000000001e-002	 -4.8700000000000000e-002	
 -2.6200000000000001e-002	 -3.5499999999999997e-002	 -4.4200000000000003e-002	 -5.3400000000000003e-002	
 -2.9399999999999999e-002	 -3.9300000000000002e-002	 -4.8399999999999999e-002	 -5.8000000000000003e-002	
