0.21157	1.0918	1.3079	1.997	2.9406	3.6324	7.5516	8.7695	8.4168	6.5285	NaN	NaN	NaN
-6.691	-5.9017	-5.7867	-4.9517	-4.116	-3.559	0.49324	1.6673	1.2567	-0.53438	NaN	NaN	NaN
-9.0778	-8.3759	-8.3673	-7.3578	-6.6268	-6.2134	-1.9689	-0.83662	-1.3117	-3.023	NaN	NaN	NaN
-10.131	-9.5152	-9.626	-8.4111	-7.7849	-7.5346	-3.0587	-1.96	-2.5093	-4.1502	NaN	NaN	NaN
-9.8374	-9.3116	-9.5717	-8.1177	-7.6031	-7.5525	-2.8433	-1.7833	-2.4129	-3.9735	NaN	NaN	NaN
-9.0535	-8.6169	-9.0585	-7.3395	-6.9399	-7.1287	-2.2066	-1.2025	-1.904	-3.3719	NaN	NaN	NaN
-8.5729	-8.2168	-8.8753	-6.8602	-6.5679	-7.0425	-1.9019	-0.96203	-1.7418	-3.1091	NaN	NaN	NaN
-8.2411	-7.9477	-8.86	-6.5168	-6.3122	-7.1252	-1.7393	-0.87445	-1.7372	-3.0031	NaN	NaN	NaN
-7.367	-7.1052	-8.3153	-5.6354	-5.4832	-6.6947	-1.0849	-0.31999	-1.2582	-2.4099	NaN	NaN	NaN
-7.1651	-6.8873	-8.4462	-5.4207	-5.2604	-6.9459	-1.0943	-0.45091	-1.4701	-2.4998	NaN	NaN	NaN
-7.2513	-6.8878	-8.8533	-5.4926	-5.2273	-7.4772	-1.3616	-0.86163	-1.9675	-2.8681	NaN	NaN	NaN
-7.3228	-6.9782	-8.9253	-5.5986	-5.3543	-7.5717	-1.5921	-1.1194	-2.1677	-3.0552	NaN	NaN	NaN
-6.9918	-6.6625	-8.5895	-5.302	-5.0751	-7.2585	-1.418	-0.96893	-1.9597	-2.8357	NaN	NaN	NaN
-6.959	-6.6588	-8.5827	-5.2973	-5.1011	-7.2696	-1.5192	-1.1042	-2.0561	-2.9136	NaN	NaN	NaN
-7.5917	-7.311	-9.2294	-5.947	-5.7711	-7.9257	-2.248	-1.8518	-2.7638	-3.6163	NaN	NaN	NaN
-7.603	-7.3344	-9.2302	-5.9791	-5.8163	-7.9389	-2.3669	-1.9836	-2.8402	-3.6948	NaN	NaN	NaN
-6.318	-6.0582	-7.9299	-4.7338	-4.5816	-6.6651	-1.2484	-0.88418	-1.6853	-2.5269	NaN	NaN	NaN
-5.1485	-4.8969	-6.7439	-3.6142	-3.4725	-5.5132	-0.27586	0.065291	-0.68174	-1.5016	NaN	NaN	NaN
-4.7951	-4.5587	-6.3925	-3.3063	-3.1815	-5.1926	-0.10263	0.21132	-0.49491	-1.2889	NaN	NaN	NaN
-5.0199	-4.7969	-6.6163	-3.5705	-3.4604	-5.4426	-0.48596	-0.1943	-0.85969	-1.6343	NaN	NaN	NaN
-5.73	-5.5106	-7.299	-4.3109	-4.205	-6.1446	-1.3239	-1.04	-1.6485	-2.4236	NaN	NaN	NaN
-5.595	-5.3815	-7.1803	-4.2055	-4.1093	-6.0436	-1.3134	-1.0499	-1.6282	-2.3866	NaN	NaN	NaN
-5.2367	-5.0328	-6.8336	-3.8799	-3.7968	-5.7165	-1.0872	-0.84858	-1.3888	-2.1318	NaN	NaN	NaN
-4.3167	-4.1144	-5.9054	-3.0015	-2.9236	-4.8141	-0.32469	-0.10655	-0.59823	-1.3269	NaN	NaN	NaN
-6.671	-6.9384	-8.0429	-5.4636	-5.8166	-7.0536	-3.0333	-2.8331	-3.2395	-3.9597	-6.4079	-6.161	-4.6685
-5.398	-5.6291	-6.7619	-4.2174	-4.5365	-5.7884	-1.868	-1.6787	-2.0461	-2.758	-5.1079	-4.87	-3.4102
-4.1756	-4.3368	-5.509	-3.0341	-3.2855	-4.5602	-0.78844	-0.60261	-0.92267	-1.6232	-3.797	-3.5846	-2.1337
