0.02,,,318,283,402
0.03,,,305,273,384
0.03,,,322,284,411
0.04,,,308,268,400
0.06,,,312,279,393
0.07,,,338,304,422
0.09,,,334,293,429
0.11,,,332,290,429
0.11,,,336,293,435
0.13,,,336,305,418
0.15,,,315,277,403
0.16,,,316,286,395
0.17,,,330,286,429
0.31,,,319,275,418
0.43,,,285,252,362
0.58,,,302,261,393
0.93,,,291,255,374
1.05,,,301,261,393
1.19,,,322,281,416
1.21,,,311,263,414
1.22,,,317,278,409
1.23,,,322,278,422
1.25,,,291,257,372
1.27,,,309,257,416
1.28,,,298,263,382
1.35,,,326,276,434
1.64,,,298,255,392
1.73,,,312,271,405
1.97,,,309,263,408
2.09,,,329,275,442
2.19,,,331,279,441
2.30,,,337,285,450
2.40,,,344,288,461
2.59,,,333,280,446
2.60,,,305,255,410
2.72,,,317,266,424
2.94,,,307,261,407
3.08,,,338,290,444
3.13,,,318,265,428
3.32,,,336,291,437
3.36,,,321,278,417
3.46,,,339,299,434
3.51,,,393,340,512
3.52,,,346,303,445
3.67,,,346,309,437
3.85,,,327,291,414
3.99,,,334,295,427
4.11,,,348,307,445
4.45,,,379,345,471
4.78,,,361,332,443
7.15,,,379,323,500
14.1,,,341,311,421
14.74,,,430,388,539
15.84,,,402,375,486
16.82,,,401,370,490
18.26,,,412,384,499
20.3,,,358,332,435
22.94,,,462,430,560
23.48,,,410,383,497
25.3,,,416,386,506
26.57,,,656,588,825
27.85,,,712,626,914
28.78,,,730,662,910
29.21,,,854,792,1040
29.57,,,972,905,1179
29.64,,,895,818,1106
30.62,,,765,709,932
31.27,,,725,664,894
32.04,,,743,688,906
32.58,,,756,698,925
32.83,,,740,671,923
32.91,,,723,654,904
32.97,,,727,653,912
33.45,,,767,698,950
33.57,,,671,612,832
33.69,,,930,792,1234
34.69,,,1038,953,1278
35.29,,,879,813,1073
35.56,,,919,825,1155
35.86,,,947,881,1150
36.09,,,1132,1032,1402
36.48,,,2622,2417,3212
36.81,,,1247,1087,1617
37.1,,,939,877,1136
37.43,,,1042,938,1309
38.55,,,798,737,975
38.25,,,898,802,1137
38.62,,,863,754,1116
