164.1,217.70981,250.3662815,294.5485664
166.91,106.0649292,121.9746686,143.4996101
167,104.4031597,120.0636337,141.2513337
167.08,102.9780011,118.4247012,139.3231779
167.2,101.3305349,116.5301151,137.0942531
167.3,100.4669313,115.536971,135.9258482
167.4,99.58623785,114.5241735,134.7343218
167.5,98.61895801,113.4118017,133.4256491
167.59,97.77060148,112.4361917,132.2778726
167.7,96.71778261,111.22545,130.8534706
167.8,96.0243307,110.4279803,129.915271
167.9,95.37525571,109.6815441,129.0371107
168,94.71421944,108.9213524,128.1427675
168.09,94.13749839,108.2581232,127.3624978
168.2,93.29714736,107.2917195,126.2255523
168.3,92.67649727,106.5779719,125.3858492
168.39,92.19816734,106.0278924,124.738697
168.41,92.09411527,105.9082326,124.5979207
168.5,91.60889657,105.3502311,123.9414483
168.6,90.53143012,104.1111446,122.4836996
168.7,89.64120096,103.0873811,121.2792719
168.8,89.06139261,102.4206015,120.4948253
168.9,88.310139,101.5566598,119.4784233
168.98,87.20493699,100.2856775,117.98315
169.1,85.05143127,97.80914596,115.0695835
169.19,83.93175052,96.5215131,113.5547213
169.29,82.52331239,94.90180925,111.6491874
169.4,80.49767499,92.57232624,108.9086191
169.45,79.27670117,91.16820634,107.2567133
169.6,74.95205837,86.19486712,101.405726
169.7,70.95341019,81.59642171,95.99579025
169.74,69.88934423,80.37274587,94.55617161
169.8,68.46152169,78.73074995,92.6244117
169.84,66.85444159,76.88260783,90.45012686
169.89,64.0161425,73.61856388,86.61007515
169.91,63.22646454,72.71043423,85.54168733
169.97,60.54650954,69.62848597,81.91586585
170.04,54.536548,62.7170302,73.78474141
170.06,53.12076388,61.08887846,71.86926878
170.11,49.07712111,56.43868928,66.39845797
170.16,45.563245,52.39773175,61.6443903
170.21,42.47282882,48.84375314,57.46323899
170.26,38.17283985,43.89876583,51.64560686
170.31,33.68029638,38.73234084,45.56745981
170.34,30.63991083,35.23589746,41.45399701
170.37,28.2866041,32.52959472,38.27011144
