302.43,283.5057706,331.4629214,398.9480008
302.52,280.6007196,328.0664589,394.8600264
302.61,276.9087784,323.749998,389.6647441
302.7,272.3549478,318.4258524,383.2566148
302.79,268.1642889,313.5263118,377.3595391
302.88,263.7571742,308.3737002,371.1578678
302.97,259.1601213,302.9990208,364.6889163
303.06,254.5934268,297.6598354,358.2626851
303.15,249.9656143,292.2491933,351.7504489
303.24,244.5045953,285.8644015,344.0657283
303.33,240.5097414,281.1937878,338.4441886
303.42,236.5912019,276.6123977,332.9300381
303.51,232.9210268,272.3213846,327.7653847
303.65,227.4252467,265.8959516,320.0317485
303.74,223.973335,261.8601228,315.1742344
304.01,209.4720465,244.9058315,294.7680888
304.1,204.5356125,239.1343622,287.8215618
304.16,201.456694,235.5346214,283.4889221
304.19,200.0384377,233.8764563,281.4931584
304.22,198.8139421,232.4448278,279.7700538
304.28,196.4803118,229.7164463,276.4861801
304.31,195.4766391,228.5429948,275.0738167
304.37,193.5667246,226.3100037,272.3861938
304.46,191.2482818,223.5993788,269.1236919
304.49,190.4906339,222.713569,268.0575333
304.55,189.1349483,221.1285589,266.1498188
304.58,188.4487191,220.3262488,265.1841603
304.67,186.5745158,218.1350099,262.5467902
304.76,184.3661755,215.553112,259.439224
304.82,182.900677,213.8397134,257.3769814
304.85,182.1276014,212.9358662,256.289113
304.91,180.5886328,211.1365693,254.1234834
304.94,179.7266031,210.1287208,252.9104392
305,178.111233,208.2400986,250.637298
305.06,176.256369,206.0714703,248.0271421
305.12,174.3974858,203.8981429,245.4113302
305.18,172.6084262,201.8064502,242.8937738
305.24,170.9251651,199.8384528,240.5250967
305.3,169.2448849,197.8739404,238.1606142
305.36,167.7797257,196.1609384,236.098849
305.42,166.4359692,194.5898754,234.2079211
305.48,164.9321778,192.8317063,232.0917929
305.54,163.1439437,190.7409788,229.5753982
305.66,159.6896849,186.7024059,224.7145812
305.75,156.8795207,183.4168811,220.7601313
305.78,156.0044753,182.3938152,219.5287714
305.81,155.1331662,181.3751175,218.3026693
305.87,153.3412795,179.2801197,215.7811348
305.99,149.3749453,174.64285,210.1997278
306.02,148.3633727,173.4601622,208.7762475
306.05,147.1078669,171.9922781,207.0095056
306.08,145.7710434,170.4293207,205.1283338
306.14,143.3116718,167.5539277,201.6675175
306.17,141.7649523,165.7455689,199.490981
306.2,139.9127063,163.5800014,196.884509
306.26,134.5528867,157.3135277,189.3421959
306.35,124.8011361,145.9121946,175.6195779
306.38,119.2162838,139.3826221,167.7605996
306.41,112.7356696,131.8057629,158.6411094
306.44,104.4403747,122.107256,146.9680091
306.47,96.96550187,113.3679517,136.4494029
306.49,91.94611141,107.4994933,129.38614
306.5,89.67471975,104.8438785,126.1898482
306.52,85.03591042,99.42037945,119.6621373
306.55,78.55537061,91.84360719,110.5427519
306.58,70.81410743,82.79285064,99.64928234
306.59,67.63857467,79.08015244,95.18068742
306.61,57.92761631,67.72651185,81.51547203
306.62,53.2112677,62.2123571,74.87864821
306.64,42.61648086,49.82538174,59.96971349
306.65,38.54389449,45.0638865,54.23878891
306.67,31.98358449,37.39385032,45.00715122
306.7,22.82797289,26.68949759,32.12341719
306.71,20.2608345,23.68810828,28.51095199
306.73,14.80932215,17.31443128,20.83960919
306.76,5.149724843,6.020839847,7.246668827
306.77,1.916223258,2.240366951,2.696500448
306.775,0.852710104,0.996952484,1.199929689
306.8,-2.196156307,-2.567652799,-3.090420932
306.83,-4.605360953,-5.384392678,-6.480642496
306.89,-8.713365284,-10.18729709,-12.26140707
306.92,-10.54144407,-12.32460927,-14.83387103
306.95,-12.16566885,-14.22358398,-17.11947258
307.01,-15.65884309,-18.30765513,-22.03505111
307.04,-17.64171706,-20.62594727,-24.82534213
307.1,-21.23924606,-24.83202558,-29.88776819
307.13,-23.21960901,-27.14738194,-32.67452572
307.4,-41.92042356,-49.01158107,-58.9902249
307.49,-47.51983988,-55.55818111,-66.86969748
307.58,-52.24694082,-61.08490702,-73.52165191
307.67,-57.05693976,-66.70855375,-80.29026003
307.76,-61.52030629,-71.92693257,-86.57108864
307.85,-65.98850071,-77.15095596,-92.85871103
307.95,-70.63103953,-82.57881542,-99.39167004
308.09,-77.54510814,-90.66245116,-109.1211152
