0,0
10.36128153,0.046439628
17.99591002,0.092879257
23.17655078,0.263157895
25.63053851,0.386996904
28.08452624,0.479876161
29.72051806,0.696594427
32.17450579,0.773993808
35.44648943,0.897832817
38.99113838,1.052631579
49.0797546,1.687306502
53.16973415,2.012383901
56.9870484,2.306501548
62.71301977,2.894736842
63.53101568,3.018575851
71.43830948,3.498452012
76.61895024,3.575851393
80.43626449,3.885448916
83.70824813,4.226006192
86.43490116,4.551083591
91.88820723,5.030959752
122.4267212,6.269349845
134.9693252,6.501547988
148.6025903,6.873065015
158.4185412,7.105263158
172.3244717,7.352941176
188.4117246,7.708978328
220.0408998,8.4
