302.02,1.72
302.05,1.66
302.13,1.83
302.16,1.58
302.19,1.7
302.22,1.63
302.25,1.71
302.28,1.77
302.31,1.76
302.34,1.78
302.37,1.79
302.4,1.84
302.43,1.79
302.46,1.72
302.49,1.79
302.52,1.94
302.58,1.8
302.61,1.81
302.64,1.98
302.67,1.94
302.7,1.74
302.73,1.87
302.76,1.82
302.79,1.78
302.82,1.85
302.85,1.95
302.88,1.8
302.91,1.84
302.94,1.62
302.97,1.87
303,1.82
303.03,1.84
303.06,1.76
303.09,1.81
303.12,1.91
303.15,1.93
303.18,1.94
303.21,1.79
303.24,1.72
303.27,1.79
303.3,1.83
303.33,1.83
303.36,1.96
303.39,1.93
303.42,1.82
303.45,1.96
303.48,1.92
303.51,1.82
303.54,1.98
303.62,1.78
303.65,1.8
303.68,1.79
303.71,1.75
303.74,1.69
303.77,1.77
303.8,1.81
303.83,1.8
303.86,1.79
303.89,1.83
303.92,1.8
303.95,1.84
303.98,1.81
304.01,1.81
304.04,1.81
304.07,1.8
304.1,1.77
304.13,1.75
304.16,1.7
304.19,1.69
304.22,1.74
304.25,1.67
304.34,1.71
304.43,1.73
304.52,1.68
304.61,1.75
304.7,1.74
304.79,1.63
304.88,1.7
304.97,1.68
305.03,1.71
305.09,1.63
305.15,1.61
305.21,1.61
305.27,1.64
305.33,1.62
305.39,1.6
305.45,1.58
305.51,1.59
305.57,1.49
305.63,1.45
305.69,1.38
305.75,1.34
305.81,1.3
305.87,1.27
305.97,1.24
306,1.26
306.03,1.29
306.06,1.27
306.09,1.25
306.12,1.28
306.15,1.22
306.18,1.15
306.21,1.01
306.24,0.81
306.27,0.69
306.3,0.69
306.31,0.23
306.33,0.41
306.35,0.69
306.37,0.57
306.39,0.68
306.41,0.49
306.42,0.32
306.48,0.16
306.51,0.15
306.54,0.05
306.57,0.08
306.59,0.29
306.6,0.46
306.61,0.18
306.62,0.14
306.63,0.21
306.64,0.33
306.65,0.52
306.66,0.63
306.67,0.46
306.69,0.34
306.78,2.05
306.78,2.08
306.78,2.09
306.79,2.13
306.8,2.13
306.81,2.01
306.82,2.23
306.83,1.97
306.85,2.21
306.85,2.24
306.87,2.07
306.89,2.11
306.91,1.97
306.93,2.06
306.94,1.88
306.95,1.88
306.95,1.98
306.96,1.94
306.97,1.86
306.98,1.89
306.99,1.99
307,1.95
307.01,2.03
307.02,2.05
307.03,2.09
307.04,2.13
307.05,2.13
307.06,2.12
307.07,2.18
307.08,2.2
307.09,2.22
307.1,2.18
307.11,2.14
307.12,2.16
307.13,1.91
307.14,2.05
