SampleID	mbsf	rmbsf	EccAge	O18PDB	C13PDB	C13out
690B-15-5-139	135.490006103516	136.54998840332	1.29518780906351	-0.254883943852856	1.22608322846079	
690B-15-5-148	135.580006103516	136.63998840332	1.29094527844586	-0.220078580832527	1.28472660212972	
690B-15-6-7	135.670006103516	136.72998840332	1.28670274782822	-0.247744217812198	1.21997997579864	
690B-15-6-17	135.770006103516	136.82998840332	1.28198882491972	-0.0396368547918686	1.10465334946757	
690B-15-6-26	135.860006103516	136.91998840332	1.27774629430208	-0.0947334917715394	1.1319367231365	
690B-15-6-35	135.950006103516	137.00998840332	1.27350376368443	-0.17870412875121	1.17285009680542	
690B-15-6-44	136.040006103516	137.09998840332	1.26926123306678	-0.142715765730881	1.36886347047435	
690B-15-6-54	136.140006103516	137.19998840332	1.26454731015829	-0.153608402710552	1.36435684414327	
690B-15-6-63	136.230006103516	137.28998840332	1.26030477954064	-0.0837900396902229	1.3273302178122	
690B-15-6-72	136.320006103516	137.37998840332	1.256062248923	-0.0665424327202326	1.32762871732817	
690B-15-6-82	136.420006103516	137.47998840332	1.2513483260145	-0.186191463697967	1.18198747337851	
690B-15-6-91	136.510006103516	137.56998840332	1.24710579539685	-0.255378494675702	1.11105622942885	
690B-15-6-101	136.610006103516	137.66998840332	1.24239187248836	-0.210492525653437	1.12057498547919	
690B-15-6-110	136.700006103516	137.75998840332	1.23814934187071	-0.206151556631172	1.11935374152953	
690B-15-6-120	136.800006103516	137.85998840332	1.23343541896222	-0.214483587608906	1.00426249757986	
690B-15-6-129	136.890006103516	137.94998840332	1.22919288834457	-0.244841618586641	0.978801253630203	
690B-15-6-138	136.980006103516	138.03998840332	1.22495035772693	-0.179923649564376	1.17610000968054	
690B-15-6-148	137.080006103516	138.13998840332	1.22023643481843	-0.0751176805421106	1.09930876573088	
690B-15-7-7	137.170006103516	138.239982910156	1.21552277085345	-0.00956471151984534	0.91827652178122	
690B-15-7-17	137.270006103516	138.339982910156	1.21080884794496	-0.0280617424975801	1.03243627783156	
690B-15-7-26	137.360006103516	138.429982910156	1.20656631732731	0.0874792265246852	1.3316950338819	
690B-15-7-36	137.460006103516	138.529982910156	1.20185239441881	0.0997821955469504	1.26337378993224	
690B-15-7-45	137.550006103516	138.619982910156	1.19760986380117	0.0387761645692156	1.24980254598258	
690B-15-7-54	137.640006103516	138.709982910156	1.19336733318352	-0.011185866408519	1.19577130203291	
690B-15-CC-4	137.739996948242	138.809989013672	1.18865312256001	-0.0396608973862538	1.13966005808325	
690B-15-CC-13	137.829996948242	138.899989013672	1.18441059194236	-0.0109954685382385	1.16072863504356	
690B-15-CC-22	137.919996948242	138.989989013672	1.18016806132471	-0.149337836398839	1.11011190222652	
						
690B-16-1-7	137.870003051758	139.079994506836	1.17592527176355	0.0463497957405612	1.07825516940949	
690B-16-1-16	137.960003051758	139.169994506836	1.1716827411459	-0.052141572120039	0.991418436592449	
690B-16-1-25	138.050003051758	139.259994506836	1.16744021052826	-0.0947179399806392	0.976541703775411	
690B-16-1-34	138.140003051758	139.349994506836	1.16319767991061	-0.127006307841239	0.948186970958374	
690B-16-1-43	138.230003051758	139.439994506836	1.15895514929296	-0.285905675701839	0.965345238141336	
690B-16-1-52	138.320003051758	139.529994506836	1.15471261867532	0.00186795643756027	1.1173715053243	
690B-16-1-61	138.410003051758	139.619994506836	1.15047008805767	-0.15737241142304	1.06385477250726	
690B-16-1-70	138.500003051758	139.709994506836	1.14622755744003	0.000268220716359846	1.12505803969022	
690B-16-1-79	138.590003051758	139.799994506836	1.14198502682238	-0.0731891471442404	1.10942130687318	
690B-16-1-88	138.680003051758	139.889994506836	1.13774249620473	-0.139262515004841	1.07972457405615	
690B-16-1-97	138.770003051758	139.979994506836	1.13349996558709	-0.0451678828654407	1.00956784123911	
690B-16-1-106	138.860003051758	140.069994506836	1.12925743496944	-0.00515225072604092	0.935947108422072	
690B-16-1-115	138.950003051758	140.159994506836	1.1250149043518	0.115509381413359	0.963554375605034	
690B-16-1-124	139.040003051758	140.249994506836	1.12077237373415	0.00684101355275871	0.842086642787996	
690B-16-1-133	139.130003051758	140.339994506836	1.1165298431165	-0.0874003165537271	0.896627487899322	
690B-16-1-142	139.220003051758	140.429994506836	1.11228731249886	-0.129444480154889	1.04242573088093	
690B-16-2-0	139.300003051758	140.519989013672	1.10804504082473	-0.0381846437560505	1.08832897386254	
690B-16-2-9	139.390003051758	140.609989013672	1.10380251020709	-0.147812807357212	1.08642221684414	
690B-16-2-18	139.480003051758	140.699989013672	1.09955997958944	-0.0713309709583738	1.01615545982575	
690B-16-2-27	139.570003051758	140.789989013672	1.09531744897179	-0.0755461345595355	1.09194870280736	
690B-16-2-36	139.660003051758	140.879989013672	1.09107491835415	-0.0106362981606972	1.12794194578896	
690B-16-2-44	139.740003051758	140.959989013672	1.08730378002735	-0.0337024617618588	1.11481518877057	
690B-16-2-53	139.830003051758	141.049989013672	1.0830612494097	-0.0436476253630205	1.03426843175218	
690B-16-2-62	139.920003051758	141.139989013672	1.07881871879206	-0.0694277889641821	1.01806167473379	
690B-16-2-71	140.010003051758	141.229989013672	1.07457618817441	-0.0993349525653438	1.04810491771539	
690B-16-2-79	140.090003051758	141.309989013672	1.07080504984762	-0.180616116166506	0.977618160696999	
690B-16-2-88	140.180003051758	141.399989013672	1.06656251922997	-0.0808882797676672	0.966625403678606	
690B-16-2-96	140.260003051758	141.479989013672	1.06279138090317	-0.104124443368829	0.974554646660213	
690B-16-2-105	140.350003051758	141.569989013672	1.05854885028553	0.0444123930300095	1.19779788964182	
690B-16-2-114	140.440003051758	141.659989013672	1.05430631966788	0.0902842294288478	1.22035113262343	
690B-16-2-123	140.530003051758	141.749989013672	1.05006378905024	0.0744929361084219	1.17166150048403	
690B-16-2-131	140.610003051758	141.829989013672	1.04629265072344	0.0731880677637946	1.22813780251694	
690B-16-2-139	140.690003051758	141.909989013672	1.04252151239664	0.0259911994191673	1.26004410454985	
690B-16-2-148	140.780003051758	141.999989013672	1.038278981779	-0.11663966892546	1.18244040658277	
690B-16-3-6	140.860003051758	142.089983520508	1.03403671010487	-0.222845537270087	1.16482670861568	
690B-16-3-14	140.940003051758	142.169983520508	1.03026557177807	0.0600285943852854	1.2392330106486	
690B-16-3-23	141.030003051758	142.259983520508	1.02602304116043	0.0965047260406581	1.24029931268151	
690B-16-3-31	141.110003051758	142.339983520508	1.02225190283363	0.295332857696031	1.17841561471442	
690B-16-3-39	141.190003051758	142.419983520508	1.01848076450683	0.115763089351404	1.11691191674734	
690B-16-3-48	141.280003051758	142.509983520508	1.01423823388919	0.120314221006776	1.16052821878025	
690B-16-3-56	141.360003051758	142.589983520508	1.01046709556239	0.0779117526621489	1.24027452081317	
690B-16-3-64	141.440003051758	142.669983520508	1.0066959572356	0.120281084317522	1.22444082284608	
690B-16-3-72	141.520003051758	142.749983520508	1.0029248189088	0.210650615972894	1.23484712487899	
690B-16-3-80	141.600003051758	142.829983520508	0.999153680582001	0.140052347628267	1.17695342691191	
690B-16-3-89	141.690003051758	142.919983520508	0.994911149964357	0.10049127928364	1.19130972894482	
690B-16-3-97	141.770003051758	142.999983520508	0.99114001163756	0.0958222109390124	1.18719603097773	
690B-16-3-105	141.850003051758	143.079983520508	0.987368873310762	0.0183035982575021	1.14373771539206	
690B-16-3-112	141.920003051758	143.149983520508	0.984069127274816	-0.110897734753146	1.13820999031946	
690B-16-3-120	142.000003051758	143.229983520508	0.98029798894802	-0.015984067763795	1.16929226524685	
690B-16-3-128	142.080003051758	143.309983520508	0.976526850621223	0.134333999225556	1.16834454017425	
690B-16-3-136	142.160003051758	143.389983520508	0.972755712294426	0.171336466214908	1.22440681510165	
690B-16-3-144	142.240003051758	143.469983520508	0.96898457396763	0.228204033204259	1.24963909002904	
690B-16-4-2	142.320003051758	143.559978027344	0.964742302293503	0.195297700193611	1.26292136495644	
690B-16-4-10	142.400003051758	143.639978027344	0.960971163966707	0.201135267182962	1.25940363988383	
690B-16-4-18	142.480003051758	143.719978027344	0.95720002563991	0.0135839341723134	1.28209591481123	
690B-16-4-25	142.550003051758	143.789978027344	0.953900279603963	0.226066501161665	1.24849818973863	
690B-16-4-33	142.630003051758	143.869978027344	0.950129141277166	0.155171768151016	1.32803046466602	
690B-16-4-41	142.710003051758	143.949978027344	0.946358002950371	0.212256835140368	1.32041273959342	
690B-16-4-48	142.780003051758	144.019978027344	0.94332733008106	0.063583602129719	1.37722501452081	
690B-16-4-56	142.860003051758	144.099978027344	0.940633668171755	0.21049826911907	1.38211728944821	
690B-16-4-64	142.940003051758	144.179978027344	0.937940006262451	0.209289336108422	1.38461956437561	
690B-16-4-71	143.010003051758	144.249978027344	0.935583052091809	0.151795203097773	1.389151839303	
690B-16-4-79	143.090003051758	144.329978027344	0.932889390182505	0.157150949370765	1.40617472410455	
690B-16-4-86	143.160003051758	144.399978027344	0.930532436011863	0.172031256727977	1.42869256534366	
690B-16-4-94	143.240003051758	144.479978027344	0.927838774102559	0.268854664085189	1.39081040658277	
690B-16-4-102	143.320003051758	144.559978027344	0.925145112193254	0.213435071442401	1.35436824782188	
690B-16-4-109	143.390003051758	144.629978027344	0.922788158022613	0.213978278799613	1.34904608906099	
690B-16-4-117	143.470003051758	144.709978027344	0.920094496113309	0.102274486156825	1.3232339303001	
690B-16-5-4	143.840003051758	145.079978027344	0.907636309782776	0.0812350659244916	1.35940054211036	
690B-16-5-12	143.920003051758	145.159978027344	0.904942647873471	0.09277707589545	1.37145151984511	
690B-16-5-19	143.990003051758	145.229978027344	0.90258569370283	0.0347717058083251	1.40732445304937	
690B-16-5-27	144.070003051758	145.309978027344	0.899892031793525	-0.0657810842207164	1.31459543078412	
690B-16-5-34	144.140003051758	145.379978027344	0.897535077622884	0.236567825750242	1.35168640851888	
690B-16-5-42	144.220003051758	145.459978027344	0.89484141571358	0.1905187357212	1.36742738625363	
690B-16-5-50	144.300003051758	145.539978027344	0.892147753804275	0.0874448468538237	1.36173848015489	
690B-16-5-57	144.370003051758	145.609978027344	0.889790799633634	0.152218283639884	1.36385509680542	
690B-16-5-65	144.450003051758	145.689978027344	0.887097137724329	0.0773932204259437	1.37719171345595	
690B-16-5-72	144.520003051758	145.759978027344	0.884740183553688	0.161037357212004	1.38125833010649	
690B-16-5-80	144.600003051758	145.839978027344	0.882046521644383	0.160381285866408	1.41127249757986	
690B-16-5-87	144.670003051758	145.909978027344	0.879689567473742	0.121610895837367	1.46423347531462	
690B-16-5-95	144.750003051758	145.989978027344	0.876995905564437	0.120998993998064	1.49497494675702	
690B-16-5-103	144.830003051758	146.069978027344	0.874302243655133	0.196176430784124	1.46671156340755	
690B-16-5-110	144.900003051758	146.139978027344	0.871945289484492	0.110866467570184	1.40403818005808	
690B-16-5-118	144.980003051758	146.219978027344	0.869251627575187	0.0330578411423038	1.41767141335915	
690B-16-5-126	145.060003051758	146.299978027344	0.866557965665883	0.162272904356244	1.46915479670862	
690B-16-5-134	145.140003051758	146.379978027344	0.863864303756578	0.287702577928364	1.43515803000968	
690B-16-5-141	145.210003051758	146.449978027344	0.861507349585937	0.343685614714424	1.44877464666021	
690B-16-5-149	145.290003051758	146.529978027344	0.858813687676632	0.180876051500484	1.51750126331075	
690B-16-6-4	145.370001831055	146.609976806641	0.856120066869347	0.245717508228461	1.50511745401742	
690B-16-6-12	145.450001831055	146.689976806641	0.853426404960042	0.186153693514037	1.52164177153921	
690B-16-6-20	145.530001831055	146.769976806641	0.850732743050738	-0.0164802991287514	1.46674961277832	
690B-16-6-28	145.610001831055	146.849976806641	0.848039081141433	0.0651369155856727	1.42787529525653	
690B-16-6-36	145.690001831055	146.929976806641	0.845345419232128	-0.0241978770571153	1.40225313649564	
690B-16-6-44	145.770001831055	147.009976806641	0.842651757322824	-0.0594810696999033	1.43791097773475	
690B-16-6-52	145.850001831055	147.089976806641	0.839958095413519	-0.0950102623426913	1.45298881897386	
690B-16-6-60	145.930001831055	147.169976806641	0.837264433504215	-0.131688454985479	1.50379666021297	
690B-16-6-68	146.010001831055	147.249976806641	0.83457077159491	-0.0856186476282673	1.54805450145208	
690B-16-6-76	146.090001831055	147.329976806641	0.831877109685607	-0.0360528402710552	1.52966234269119	
690B-16-6-84	146.170001831055	147.409976806641	0.829183447776302	0.161168886156824	1.54075272023233	
690B-16-6-92	146.250001831055	147.489976806641	0.826489785866998	0.134809896127783	1.52450369796709	
690B-16-6-100	146.330001831055	147.569976806641	0.823796123957693	0.159878306098741	1.40335467570184	
690B-16-6-109	146.420001831055	147.659976806641	0.820765754309725	0.1973274160697	1.35580565343659	
690B-16-6-117	146.500001831055	147.739976806641	0.818072092400421	0.243016526040658	1.34154663117135	
690B-16-6-125	146.580001831055	147.819976806641	0.815378430491117	0.162957936011616	1.4071576089061	
690B-16-6-133	146.660001831055	147.899976806641	0.812684768581812	0.144937845982575	1.44931858664085	
690B-16-6-142	146.750001831055	147.989976806641	0.809654398933845	0.140220955953533	1.46002956437561	
690B-16-7-0	146.830001831055	148.079971313477	0.806624214244962	-0.172302311713456	1.31403787996128	
690B-16-7-8	146.910001831055	148.159971313477	0.803930552335657	-0.167490274927396	1.29662449661181	
690B-16-7-17	147.000001831055	148.249971313477	0.80090018268769	-0.386606238141336	1.35415111326234	
690B-16-7-25	147.080001831055	148.329971313477	0.798206520778385	-0.0433812013552762	1.41710772991288	
690B-16-7-33	147.160001831055	148.409971313477	0.795512858869081	-0.0537932410454988	1.50336014520813	
690B-16-7-42	147.250001831055	148.499971313477	0.792482489221114	0.0295513465634073	1.56760075508228	
690B-16-7-50	147.330001831055	148.579971313477	0.789788827311809	0.318068334172313	1.49266136495644	
690B-16-CC-14	147.500000610352	148.749970092773	0.784064836856556	0.0858061093901256	1.48945258470474	
690B-16-CC-22	147.580000610352	148.829970092773	0.781371174947251	0.0965006969990317	1.4807131945789	
690B-16-CC-31	147.670000610352	148.919970092773	0.778340805299284	0.154654784607938	1.50936380445305	
						
690B-17-1-3	147.53	148.949967651367	0.777330764287332	0.0425768722168439	1.4100144143272	
690B-17-1-12	147.62	149.039967651367	0.774300394639365	0.03450345982575	1.55377502420136	
690B-17-1-20	147.7	149.119967651367	0.771606732730061	0.198667647434656	1.56126563407551	
690B-17-1-29	147.79	149.209967651367	0.768576363082093	0.0632446350435622	1.57260624394966	
690B-17-1-37	147.87	149.289967651367	0.765882701172788	0.247030922652468	1.57523685382381	
690B-17-1-46	147.96	149.379967651367	0.762852331524821	0.289690510261374	1.61963746369797	
690B-17-1-54	148.04	149.459967651367	0.760158669615517	0.27887439787028	1.62577807357212	
690B-17-1-62	148.12	149.539967651367	0.757465007706212	0.184145785479187	1.66923868344627	
690B-17-1-71	148.21	149.629967651367	0.754434638058244	0.205042873088093	1.66240929332043	
690B-17-1-79	148.29	149.709967651367	0.75174097614894	0.205535429719264	1.65591293320426	
690B-17-1-87	148.37	149.789967651367	0.749047314239635	0.133628364956437	1.66756683446273	
690B-17-1-96	148.46	149.879967651367	0.746016944591668	0.146957000193611	1.7369307357212	
690B-17-1-104	148.54	149.959967651367	0.743323282682364	0.154545635430784	1.71862463697967	
690B-17-1-112	148.62	150.039967651367	0.740629620773059	0.0907670706679572	1.68067853823814	
690B-17-1-121	148.71	150.129967651367	0.737599251125091	-0.0103616940948695	1.60586243949661	
690B-17-1-129	148.79	150.209967651367	0.734905589215787	0.146944341142304	1.58546634075508	
690B-17-1-137	148.87	150.289967651367	0.732211927306483	0.0947017763794771	1.65231024201355	
690B-17-1-146	148.96	150.379967651367	0.729181557658515	0.10172301161665	1.62496414327202	
690B-17-2-4	149.04	150.469962158203	0.726151372969633	-0.0311767531461764	1.49085804453049	
690B-17-2-12	149.12	150.549962158203	0.723457711060328	0.091880582090997	1.53783194578896	
690B-17-2-21	149.21	150.639962158203	0.72042734141236	0.0211667173281703	1.54144584704743	
690B-17-2-29	149.29	150.719962158203	0.717733679503056	-0.109500047434656	1.4720997483059	
690B-17-2-37	149.37	150.799962158203	0.715040017593751	0.0645571878025168	1.61806364956438	
690B-17-2-45	149.45	150.879962158203	0.712346355684448	-0.0636085769603099	1.52501755082285	
690B-17-2-57	149.57	150.999962158203	0.708305862820491	-0.0952544119592177	1.59016638330118	
690B-17-2-70	149.7	151.129962158203	0.703928662217871	0.0524456582768634	1.60192145208132	
690B-17-2-91	149.91	151.339962158203	0.696857799705947	0.0425696891705701	1.58518051529347	
690B-17-2-112	150.12	151.549962158203	0.689786937194022	0.0797012094869312	1.63776932236205	
690B-17-2-133	150.33	151.759962158203	0.682716074682098	-0.120764209699642	1.68713464728575	
690B-17-3-3	150.53	151.969956665039	0.675645397129259	-0.0591120706679575	1.63884647628267	
690B-17-3-24	150.74	152.179956665039	0.668574534617334	-0.0647461085698542	1.59858877927804	
690B-17-3-45	150.95	152.389956665039	0.661503672105411	0.0141744491771538	1.60294363020329	
690B-17-3-66	151.16	152.599956665039	0.654432809593486	-0.268755007440066	1.53930291127032	
690B-17-3-87	151.37	152.809956665039	0.647361947081562	-0.137326030977735	1.42937078412391	
690B-17-3-98	151.48	152.919956665039	0.643658161956269	-0.183248906310279	1.49095704326261	
690B-17-3-128	151.78	153.219956665039	0.633556929796377	-0.0616725111326236	1.37585793804453	
690B-17-3-148	151.98	153.419956665039	0.626822775023116	-0.323747805180491	1.34582117525489	
690B-17-4-17	152.199998779297	153.6299609375	0.619751768654126	-0.238428991287512	1.40386509196515	
690B-17-4-38	152.409998779297	153.8399609375	0.612680906142201	-0.505945704050703	1.36782530724718	
690B-17-4-59	152.619998779297	154.0499609375	0.605610043630277	-0.316350471442401	1.36969224588577	
690B-17-4-80	152.829998779297	154.2599609375	0.598539181118352	-0.513617602920915	1.30425943923946	
690B-17-4-100	153.029998779297	154.4599609375	0.591805026345091	-0.33237995159729	1.24118939980639	
690B-17-4-121	153.239998779297	154.6699609375	0.584734163833167	-0.127665501791127	1.47757357123174	
690B-17-4-142	153.449998779297	154.8799609375	0.577577330535675	-0.0929554317521783	1.44341655372701	
690B-17-5-11	153.639998779297	155.099959716797	0.568278454599088	-0.16405740066134	1.62609770322403	
690B-17-5-31	153.839998779297	155.299959716797	0.559824884114464	-0.173994911907067	1.54880370764763	
690B-17-5-53	154.059998779297	155.519959716797	0.550525956581378	-0.259613299531552	1.45749183521631	
690B-17-5-76	154.289998779297	155.749959716797	0.540804350524061	-0.180939392061956	1.38992086156825	
690B-17-5-97	154.499998779297	155.959959716797	0.531928101515206	-0.359169198401764	1.2435859672086	
690B-17-5-118	154.709998779297	156.169959716797	0.523051852506351	-0.227255872216844	1.42651801548887	
690B-17-5-139	154.919998779297	156.379959716797	0.514175603497497	-0.408538097271976	1.33770009920088	
690B-17-6-10	155.129998779297	156.619958496094	0.504031370512447	-0.174642352371733	1.40799516940949	
690B-17-6-31	155.339998779297	156.829958496094	0.495155121503592	-0.330752996142188	1.43232423119317	
690B-17-6-52	155.549998779297	157.039958496094	0.486278872494737	-0.212641832526622	1.35483232333011	
690B-17-6-72	155.749998779297	157.239958496094	0.477825302010113	-0.0934418950124006	1.55325836318545	
690B-17-6-92	155.949998779297	157.439958496094	0.46937173152549	-0.18516031268151	1.46449947725073	
690B-17-6-112	156.149998779297	157.639958496094	0.460918161040866	-0.242121793882613	1.48343249517773	
690B-17-6-132	156.349998779297	157.839958496094	0.452464590556242	-0.256217792836399	1.56886663117135	
690B-17-6-149	156.519998779297	158.009958496094	0.445279055644312	-0.268688482806053	1.50585375515818	
690B-17-7-18	156.739997558594	158.219962768555	0.436402626047708	-0.184195546950629	1.53089742981607	
690B-17-7-38	156.939997558594	158.419962768555	0.427949055563085	-0.338152420907841	1.38678327372765	
690B-17-CC-4	157.110007324219	158.599967041016	0.420340661539175	-0.398814964181994	1.32383123910939	
690B-17-CC-17	157.240007324219	158.729967041016	0.41484584072417	-0.447371359009629	1.51282279229711	
						
690B-18-1-3	157.229996948242	158.899964599609	0.407660409005238	-0.382390297111417	1.49523231086657	
690B-18-1-10	157.299996948242	158.969964599609	0.40470165933562	-0.143931381413359	1.45813504840271	
690B-18-1-28	157.479996948242	159.149964599609	0.397093445899459	-0.349952235213205	1.47104182943604	
690B-18-1-47	157.669996948242	159.339964599609	0.389062553939066	-0.162298798644724	1.51249885769603	
690B-18-1-65	157.849996948242	159.519964599609	0.381454340502904	-0.195577173314994	1.4855813480055	
690B-18-1-83	158.029996948242	159.699964599609	0.373846127066743	-0.176563215876089	1.42366266698935	
690B-18-1-102	158.219996948242	159.889964599609	0.36581523510635	-0.364981111416782	1.43711086657497	
690B-18-1-122	158.419996948242	160.089964599609	0.357361664621727	-0.180545633107454	1.61764647628267	
690B-18-1-140	158.599996948242	160.269964599609	0.349753451185565	-0.33132004951857	1.63186038514443	
690B-18-2-8	158.779996948242	160.449964599609	0.342145237749404	-0.131913050338819	1.57033028557599	
690B-18-2-27	158.969996948242	160.639964599609	0.334114345789011	-0.247173987620358	1.65075990371389	
690B-18-2-46	159.159996948242	160.829964599609	0.326083453828619	-0.246065467570184	1.55897409486931	
690B-18-2-66	159.359996948242	161.029964599609	0.317629883343995	-0.209790925722146	1.58093942228336	
690B-18-2-86	159.559996948242	161.229964599609	0.309176312859371	-0.111372884801549	1.61757790416263	
690B-18-2-107	159.769996948242	161.439964599609	0.300300063850517	-0.249150863823934	1.62819894085282	
690B-18-2-128	159.979996948242	161.649964599609	0.291423814841662	-0.132288302032914	1.56773171345595	
690B-18-2-149	160.189996948242	161.859964599609	0.282547565832806	-0.316285801925722	1.52485845942228	
690B-18-3-21	160.409996948242	162.089959106445	0.272826191959737	-0.315591719264279	1.44605552274927	
690B-18-3-43	160.629996948242	162.309959106445	0.263527264426651	-0.38019074002751	1.55496797799175	
690B-18-3-66	160.859996948242	162.539959106445	0.253805658369334	-0.187098136495644	1.52517933204259	
690B-18-3-112	161.319996948242	162.999959106445	0.234362446254699	-0.233094553727009	1.41751314133591	
690B-18-3-128	161.479996948242	163.159959106445	0.227599589867	-0.596196108108108	1.37270486486486	
690B-18-3-144	161.639996948242	163.319959106445	0.220836733479301	-0.727047621621622	1.36401597297297	
690B-18-4-9	161.789996948242	163.469959106445	0.214496555615833	-0.364865970958374	1.52017695062924	
690B-18-4-25	161.949996948242	163.629959106445	0.208001369347298	-0.438242837837838	1.68839532432432	
690B-18-4-41	162.109996948242	163.789959106445	0.202668035537127	-0.352744189189189	1.71408762162162	
690B-18-4-56	162.259996948242	163.939959106445	0.197668035090092	-0.218832388189739	1.74951075992256	
