54937.08,592.92,157.25,1.49
54940.77,589.23,157.3,1.229068
54944.22,585.78,157.35,1.39
54947.68,582.32,157.4,1.73
54951.13,578.87,157.45,1.17
54953.2,576.8,157.48,1.471042
54954.59,575.41,157.5,1.34
54958.04,571.96,157.55,1.43
54961.49,568.51,157.6,1.46
54964.95,565.05,157.65,1.5
54966.33,563.67,157.67,1.512499
54968.4,561.6,157.7,1.46
54975.31,554.69,157.8,1.46
54978.76,551.24,157.85,1.485581
54982.22,547.78,157.9,1.47
54985.67,544.33,157.95,1.37
54989.13,540.87,158,1.44
54991.2,538.8,158.03,1.423663
54992.58,537.42,158.05,1.45
54996.03,533.97,158.1,1.38
54999.49,530.51,158.15,1.4
55002.94,527.06,158.2,1.37
55004.32,525.68,158.22,1.437111
55006.4,523.6,158.25,1.44
55009.85,520.15,158.3,1.43
55013.3,516.7,158.35,1.57
55016.76,513.24,158.4,1.67
55018.14,511.86,158.42,1.617646
55023.66,506.34,158.5,1.53
55027.12,502.88,158.55,1.6
55030.57,499.43,158.6,1.63093
55034.03,495.97,158.65,1.72
55036.79,493.21,158.69,1.56
55037.48,492.52,158.7,1.64
55040.93,489.07,158.75,1.61
55043.01,486.99,158.78,1.57033
55044.29,485.71,158.8,1.57
55046.87,483.13,158.85,1.6
55049.44,480.56,158.9,1.62
55052.02,477.98,158.95,1.78
55053.05,476.95,158.97,1.65076
55057.17,472.83,159.05,1.66
55062.32,467.68,159.15,1.67
55062.84,467.16,159.16,1.558974
55067.47,462.53,159.25,1.62
55072.63,457.37,159.35,1.63
55073.14,456.86,159.36,1.580939
55077.78,452.22,159.45,1.64
55082.93,447.07,159.55,1.64
55083.45,446.55,159.56,1.617578
55085.51,444.49,159.6,1.68
55090.66,439.34,159.7,1.59
55094.27,435.73,159.77,1.628199
55095.81,434.19,159.8,1.69
55098.39,431.61,159.85,1.73
55100.96,429.04,159.9,1.71
55103.54,426.46,159.95,1.6
55105.08,424.92,159.98,1.567732
55106.12,423.88,160,1.66
55108.69,421.31,160.05,1.72
55111.27,418.73,160.1,1.62
55113.84,416.16,160.15,1.64
55115.9,414.1,160.19,1.582429
55116.42,413.58,160.2,1.61
55119,411,160.25,1.67
55121.57,408.43,160.3,1.65
55124.15,405.85,160.35,1.57
55126.72,403.28,160.4,1.52
55127.24,402.76,160.41,1.446056
55128.95,401.05,160.45,1.61
55132.73,397.27,160.55,1.55
55134.62,395.38,160.6,1.59
55135.75,394.25,160.63,1.554968
55136.51,393.49,160.65,1.6
55138.4,391.6,160.7,1.7
55140.29,389.71,160.75,1.74
55142.18,387.82,160.8,1.62
55144.07,385.93,160.85,1.64
55144.44,385.56,160.86,1.525179
55145.96,384.04,160.9,1.54
55147.84,382.16,160.95,1.45
55151.47,378.53,161.05,1.46
55153.24,376.76,161.1,1.32
55155.02,374.98,161.15,1.36
55156.79,373.21,161.2,1.45
55161.06,368.94,161.32,1.417513
55166.74,363.26,161.48,1.372705
55169.23,360.77,161.55,1.36
55170.9,359.1,161.6,1.39
55172.18,357.82,161.64,1.364016
55174.1,355.9,161.7,1.47
55175.7,354.3,161.75,1.54
55176.98,353.02,161.79,1.520177
55177.3,352.7,161.8,1.52
55178.9,351.1,161.85,1.48
55180.5,349.5,161.9,1.67
55182.1,347.9,161.95,1.694198
55183.7,346.3,162,1.78
55185.29,344.71,162.05,1.74
55186.89,343.11,162.1,1.68
55187.21,342.79,162.11,1.714088
55188.49,341.51,162.15,1.7
55190.09,339.91,162.2,1.68
55191.69,338.31,162.25,2.15
55192.01,337.99,162.26,1.749511
55193.29,336.71,162.3,1.77
55194.89,335.11,162.35,2.17
55196.49,333.51,162.4,2.18
55197.13,332.87,162.42,1.76238
55198.09,331.91,162.45,1.72
55199.69,330.31,162.5,1.69
55201.29,328.71,162.55,2.19
55202.25,327.75,162.58,1.780282
55202.89,327.11,162.6,1.84
55204.49,325.51,162.65,2.25
55206.08,323.92,162.7,1.73
55207.04,322.96,162.73,1.774215
55207.68,322.32,162.75,1.75
55209.28,320.72,162.8,1.54
55210.88,319.12,162.85,1.72
55211.2,318.8,162.86,1.770905
55212.48,317.52,162.9,1.77
55214.08,315.92,162.95,1.82
55215.68,314.32,163,1.74
55216.64,313.36,163.03,1.761187
55217.28,312.72,163.05,1.82
55218.88,311.12,163.1,1.68
55220.48,309.52,163.15,1.615
55221.44,308.56,163.18,1.786416
55222.08,307.92,163.2,1.72
55223.68,306.32,163.25,1.76
55225.27,304.73,163.3,1.71
55228.47,301.53,163.4,1.75
55230.07,299.93,163.45,1.67
55231.03,298.97,163.48,1.666531
55231.67,298.33,163.5,1.69
55233.23,296.77,163.55,1.67
55234.58,295.42,163.6,1.7
55235.39,294.61,163.63,1.671831
55235.93,294.07,163.65,1.68
55237.28,292.72,163.7,1.73
55238.63,291.37,163.75,1.76
55239.17,290.83,163.77,1.740184
55239.98,290.02,163.8,1.67
55241.33,288.67,163.85,1.73
55242.67,287.33,163.9,1.74
