  7.6494352128400056e+000	  7.6467887663939100e+000	  7.6349014659245373e+000	  7.0820645432577898e+000	  7.0263824021356687e+000	  7.0705121616442348e+000	  7.2332770103034409e+000	  7.1618115889528724e+000	  7.1626080962867054e+000	  7.6170341586962866e+000	  7.6363468096035199e+000	  7.0008718556456753e+000	  7.0235340961702022e+000	
  7.6491492195659152e+000	  7.6465061784416157e+000	  7.6346134072061336e+000	  7.0820074818598258e+000	  7.0263678414714690e+000	  7.0705040596551285e+000	  7.2311848731819452e+000	  7.1618086591420820e+000	  7.1626072248835229e+000	  7.6167593094061061e+000	  7.6360583522175283e+000	  7.0008547342287457e+000	  7.0235162026605575e+000	
  7.6488495213900567e+000	  7.6462109316801801e+000	  7.6343130409815032e+000	  7.0818883851065308e+000	  7.0263363533500467e+000	  7.0704861142534607e+000	  7.2291384966897034e+000	  7.1618017621357701e+000	  7.1626049290357408e+000	  7.6164576871748402e+000	  7.6357583252710661e+000	  7.0008181650858603e+000	  7.0234776367291101e+000	
  7.6485528249952353e+000	  7.6459192805526204e+000	  7.6340167240696051e+000	  7.0817116852898678e+000	  7.0262889534531148e+000	  7.0704586576459469e+000	  7.2271374551198253e+000	  7.1617910503626145e+000	  7.1626013880232779e+000	  7.6161588276156866e+000	  7.6354617418357131e+000	  7.0007636825950232e+000	  7.0234195979825369e+000	
  7.6462997225212064e+000	  7.6437111472300998e+000	  7.6317789295649696e+000	  7.0791235234854994e+000	  7.0255570050771343e+000	  7.0699927927996171e+000	  7.2129261288783528e+000	  7.1616010600072144e+000	  7.1625439846207115e+000	  7.6138877569605334e+000	  7.6332162209549184e+000	  6.9999603221529156e+000	  7.0225201269249400e+000	
  7.6441254274290369e+000	  7.6415776546053173e+000	  7.6296222973837953e+000	  7.0749525467685057e+000	  7.0242880036480830e+000	  7.0690998834805896e+000	  7.2008294548678631e+000	  7.1612026112827216e+000	  7.1624087009595545e+000	  7.6116837076163026e+000	  7.6310517057214842e+000	  6.9986219236908909e+000	  7.0209628204213796e+000	
  7.6420171145786249e+000	  7.6394848067432370e+000	  7.6275040345230147e+000	  7.0701892683891536e+000	  7.0227206180851027e+000	  7.0678883589014685e+000	  7.1904772551157645e+000	  7.1606307103549334e+000	  7.1622130981107137e+000	  7.6095262958127137e+000	  7.6289369601512202e+000	  6.9970242552701905e+000	  7.0190410098826650e+000	
  7.6399662115390816e+000	  7.6374138550388864e+000	  7.6254001064243759e+000	  7.0654128704107766e+000	  7.0209967469487413e+000	  7.0664362368287028e+000	  7.1815463965563708e+000	  7.1599074872780832e+000	  7.1619613377159119e+000	  7.6074040168350656e+000	  7.6268526862408415e+000	  6.9953129765437652e+000	  7.0169355852493069e+000	
  7.6368515955112137e+000	  7.6341961416129891e+000	  7.6221093722002848e+000	  7.0584155378765132e+000	  7.0181448715802510e+000	  7.0638185642650964e+000	  7.1698486674072637e+000	  7.1585368638652778e+000	  7.1614863252626417e+000	  7.6041336949053111e+000	  7.6236252823379136e+000	  6.9925462226319119e+000	  7.0134800969870952e+000	
  7.6338515332037584e+000	  7.6310173604420548e+000	  7.6188286775253822e+000	  7.0523086595260711e+000	  7.0151938302190455e+000	  7.0608783341865280e+000	  7.1602731381646816e+000	  7.1568771746633377e+000	  7.1608608354248329e+000	  7.6009344265458996e+000	  7.6204469090243236e+000	  6.9897304489533845e+000	  7.0099692149399218e+000	
