  2.6119455850150830e+000	  2.6228685312350493e+000	  2.5920331871733944e+000	  2.7873153437718430e+000	  2.8173567560346897e+000	  2.7712662273307731e+000	  2.7569333166093433e+000	  2.7900829377729028e+000	  2.8054971640444895e+000	  2.6689577245169933e+000	  2.6846840221739106e+000	  2.8403451422442276e+000	  2.8858726168020934e+000	
  2.6120188587428386e+000	  2.6229413405080972e+000	  2.5921013297744118e+000	  2.7873411440316103e+000	  2.8173602764880274e+000	  2.7712680676031671e+000	  2.7576034494242454e+000	  2.7900837264239153e+000	  2.8054973719780958e+000	  2.6690156783741021e+000	  2.6847508101639490e+000	  2.8403496854293246e+000	  2.8858773379150282e+000	
  2.6121028706649447e+000	  2.6230239526013190e+000	  2.5921767883925120e+000	  2.7873945593934000e+000	  2.8173680583168910e+000	  2.7712721617703577e+000	  2.7582618250251092e+000	  2.7900854739230572e+000	  2.8054978334448233e+000	  2.6690772063885984e+000	  2.6848242641771720e+000	  2.8403595301160469e+000	  2.8858876028509708e+000	
  2.6121931424156881e+000	  2.6231116725024370e+000	  2.5922565947842302e+000	  2.7874736054109470e+000	  2.8173801569563652e+000	  2.7712786140511212e+000	  2.7589084338816323e+000	  2.7900882066691950e+000	  2.8054985558506980e+000	  2.6691389615052756e+000	  2.6849009009797671e+000	  2.8403745986242810e+000	  2.8859033585500020e+000	
  2.6129880489082429e+000	  2.6238592047619469e+000	  2.5929483334563859e+000	  2.7886212393182737e+000	  2.8175878766782798e+000	  2.7714033109916167e+000	  2.7635935045333135e+000	  2.7901426409621242e+000	  2.8055131573602496e+000	  2.6696448437638347e+000	  2.6855511236825569e+000	  2.8406246362148373e+000	  2.8861670563922828e+000	
  2.6139071927885160e+000	  2.6246938825375148e+000	  2.5937325152561708e+000	  2.7904420469625308e+000	  2.8179682660075751e+000	  2.7716550049730810e+000	  2.7676863441548569e+000	  2.7902582663550040e+000	  2.8055447383015388e+000	  2.6701980712425155e+000	  2.6862868847002566e+000	  2.8410751810945527e+000	  2.8866450065732581e+000	
  2.6148990963693688e+000	  2.6255839895432431e+000	  2.5945714077680546e+000	  2.7925029864862911e+000	  2.8184687065035914e+000	  2.7720167743694106e+000	  2.7712682594739997e+000	  2.7904358866842736e+000	  2.8055944475836001e+000	  2.6707963153767369e+000	  2.6870948438197968e+000	  2.8416637035292394e+000	  2.8872721521779807e+000	
  2.6159463639889742e+000	  2.6265270189854175e+000	  2.5954619860880364e+000	  2.7945643745752067e+000	  2.8190550224652875e+000	  2.7724713954244820e+000	  2.7744171395165771e+000	  2.7906744459165784e+000	  2.8056631602135740e+000	  2.6714322630107121e+000	  2.6879713401710594e+000	  2.8423503773527248e+000	  2.8880062593784461e+000	
  2.6182418787953692e+000	  2.6286457345120167e+000	  2.5974853863621647e+000	  2.7985369518290888e+000	  2.8204821140023180e+000	  2.7736575688654508e+000	  2.7799561238815143e+000	  2.7913562035828710e+000	  2.8058712839230551e+000	  2.6728553077822905e+000	  2.6899873813856310e+000	  2.8440095621218702e+000	  2.8897831669068927e+000	
  2.6206167017629891e+000	  2.6309203281644176e+000	  2.5996868393804999e+000	  2.8020383762300081e+000	  2.8221341547384524e+000	  2.7751073826846753e+000	  2.7843386335015188e+000	  2.7922623790090051e+000	  2.8061669955770321e+000	  2.6743782856394565e+000	  2.6921997670888014e+000	  2.8459110215903709e+000	  2.8918187286957404e+000	
  2.6230303187131558e+000	  2.6333111386038572e+000	  2.6020224826512384e+000	  2.8051263393206201e+000	  2.8239588294754223e+000	  2.7767564156131765e+000	  2.7879070334513480e+000	  2.7933619548548774e+000	  2.8065505559053348e+000	  2.6759800903092863e+000	  2.6945563975241331e+000	  2.8479893520200137e+000	  2.8940376322196086e+000	
  2.6254689037978500e+000	  2.6357865400798857e+000	  2.6044524770298607e+000	  2.8079143702888349e+000	  2.8259182527608533e+000	  2.7785548491980681e+000	  2.7909152422142030e+000	  2.7946252668241640e+000	  2.8070210350739533e+000	  2.6776469075985578e+000	  2.6970174185328544e+000	  2.8501994060487070e+000	  2.8963884191718505e+000	
  2.6299436295848198e+000	  2.6404150804511199e+000	  2.6089940943304795e+000	  2.8125467592378670e+000	  2.8297155223447197e+000	  2.7820658613583809e+000	  2.7955504245184004e+000	  2.7972394887845811e+000	  2.8080885162717757e+000	  2.6808026096939384e+000	  2.7016520318486452e+000	  2.8544332744391112e+000	  2.9008681525119226e+000	
  2.6344776813866004e+000	  2.6451700161792484e+000	  2.6136326175854956e+000	  2.8168408614059426e+000	  2.8337526670204358e+000	  2.7858031951431128e+000	  2.7995045678060926e+000	  2.8001922310708567e+000	  2.8094212843628963e+000	  2.6841040086828749e+000	  2.7064437515158084e+000	  2.8588813366870829e+000	  2.9055474899988476e+000	
  2.6390609903892925e+000	  2.6500025400841074e+000	  2.6182943855090697e+000	  2.8209929437053818e+000	  2.8379526200136467e+000	  2.7896686415693268e+000	  2.8031476012680363e+000	  2.8033957379590042e+000	  2.8110032885460776e+000	  2.6875228937305975e+000	  2.7113316419869378e+000	  2.8634660962186884e+000	  2.9103480695805137e+000	
  2.6436808574411721e+000	  2.6548833035021864e+000	  2.6229372075801893e+000	  2.8251045946942424e+000	  2.8422649751809668e+000	  2.7936013111577545e+000	  2.8066827656649229e+000	  2.8067854865998538e+000	  2.8128170389985701e+000	  2.6910377638513068e+000	  2.7162792485810741e+000	  2.8681398052345024e+000	  2.9152237439575481e+000	
  2.6523764665164369e+000	  2.6640770233653552e+000	  2.6314282847418045e+000	  2.8328269469691429e+000	  2.8505145994857246e+000	  2.8009563795905272e+000	  2.8133118002811970e+000	  2.8134554025855132e+000	  2.8167545563438310e+000	  2.6977932804230420e+000	  2.7256170198341154e+000	  2.8770175857212887e+000	  2.9244518299542452e+000	
  2.6611238955125009e+000	  2.6733247406698646e+000	  2.6396952292743809e+000	  2.8406276606359722e+000	  2.8589371623173170e+000	  2.8082875276041546e+000	  2.8200523628629197e+000	  2.8204508961880017e+000	  2.8213262246935007e+000	  2.7047530791568559e+000	  2.7350268541594258e+000	  2.8860183585153196e+000	  2.9337749455022606e+000	
  2.6698988900233176e+000	  2.6825898070562082e+000	  2.6478337673374299e+000	  2.8485282258968376e+000	  2.8674644897903616e+000	  2.8156285303181661e+000	  2.8269694435985859e+000	  2.8276719122609419e+000	  2.8264357272777652e+000	  2.7118906934382667e+000	  2.7444651007917757e+000	  2.8950843951701164e+000	  2.9431423236286101e+000	
  2.6786887428328581e+000	  2.6918521284991206e+000	  2.6559262490540956e+000	  2.8565230646193838e+000	  2.8760592952014563e+000	  2.8230274362162184e+000	  2.8340674606473204e+000	  2.8350663032990524e+000	  2.8320008318694283e+000	  2.7191896541923999e+000	  2.7539065492056984e+000	  2.9041828205930176e+000	  2.9525239454507397e+000	
  2.6887561463461016e+000	  2.7024326141945636e+000	  2.6651798735002115e+000	  2.8657689209499475e+000	  2.8859488932730888e+000	  2.8315937304904781e+000	  2.8423874742410868e+000	  2.8437012136918587e+000	  2.8388341616223349e+000	  2.7277177347777455e+000	  2.7646945195748649e+000	  2.9146081606653707e+000	  2.9632521286573539e+000	
  2.6988469281717173e+000	  2.7130049281770918e+000	  2.6744600824129430e+000	  2.8751190406786629e+000	  2.8958975167544558e+000	  2.8402813417094612e+000	  2.8509060732950999e+000	  2.8525095161279435e+000	  2.8460971689515873e+000	  2.7364271562128866e+000	  2.7754749139104193e+000	  2.9250529402752963e+000	  2.9739786205710468e+000	
  2.7089692939850369e+000	  2.7235771425966280e+000	  2.6837912728733158e+000	  2.8845707744725093e+000	  2.9059046338133125e+000	  2.8490958240740887e+000	  2.8596087211497236e+000	  2.8614783886317254e+000	  2.8537271725385023e+000	  2.7453081159161909e+000	  2.7862547603667913e+000	  2.9355205857913549e+000	  2.9847087096404370e+000	
  2.7191295358798673e+000	  2.7341572604347077e+000	  2.6931955472641875e+000	  2.8941228324886121e+000	  2.9159720820141861e+000	  2.8580441474079898e+000	  2.8684853415606932e+000	  2.8705993992771806e+000	  2.8616749164747297e+000	  2.7543534866487742e+000	  2.7970421282459479e+000	  2.9460166289950100e+000	  2.9954498539386432e+000	
  2.7376574006340881e+000	  2.7533798725016458e+000	  2.7104492071368229e+000	  2.9116880687758879e+000	  2.9343830064092842e+000	  2.8745956440694589e+000	  2.8849898963224572e+000	  2.8874979667625085e+000	  2.8767570159675198e+000	  2.7711398758635033e+000	  2.8166420355352102e+000	  2.9651348175692189e+000	  3.0149744748879765e+000	
  2.7563457633992674e+000	  2.7726860221051917e+000	  2.7279787995324178e+000	  2.9295679337650862e+000	  2.9530074101382380e+000	  2.8915523604815547e+000	  2.9019920307351454e+000	  2.9048381621061732e+000	  2.8925989821092601e+000	  2.7883973827794333e+000	  2.8363273542077065e+000	  2.9843883783132870e+000	  3.0345916733411027e+000	
  2.7752080558607717e+000	  2.7921020346629106e+000	  2.7457866269760669e+000	  2.9477520105728345e+000	  2.9718522089509842e+000	  2.9088884464371181e+000	  2.9194509679134160e+000	  2.9225888118976950e+000	  2.9090810635081090e+000	  2.8060879611442826e+000	  2.8561270474691738e+000	  3.0037984148808192e+000	  3.0543302275852469e+000	
  2.7942483590911933e+000	  2.8116433832249355e+000	  2.7638630741570309e+000	  2.9662250813779014e+000	  2.9909170314930154e+000	  2.9265746000599107e+000	  2.9373281008214200e+000	  2.9407195603419627e+000	  2.9261136266011865e+000	  2.8241751659472372e+000	  2.8760585511169876e+000	  3.0233757413000562e+000	  3.0742070947176643e+000	
  2.8347586093727211e+000	  2.8530665006113511e+000	  2.8025941549316005e+000	  3.0058387220076188e+000	  3.0315922845458494e+000	  2.9646932035515214e+000	  2.9760337523471216e+000	  2.9798582882174474e+000	  2.9633645434841869e+000	  2.8632631027334057e+000	  2.9183227387612178e+000	  3.0649890416269963e+000	  3.1163731140324002e+000	
  2.8760167055141981e+000	  2.8951021850573104e+000	  2.8423235148872559e+000	  3.0465117373028181e+000	  3.0731496702999990e+000	  3.0040205163519116e+000	  3.0161569051709840e+000	  3.0203168157580498e+000	  3.0023101552675926e+000	  2.9037014046288823e+000	  2.9612364889738307e+000	  3.1073481212398248e+000	  3.1592096494932900e+000	
  2.9179557757596397e+000	  2.9377203447450158e+000	  2.8829215090676472e+000	  3.0881011851912188e+000	  3.1154946892610762e+000	  3.0443724399939116e+000	  3.0574679264158671e+000	  3.0618919595629617e+000	  3.0426432946372848e+000	  2.9452762802342538e+000	  3.0047689214198847e+000	  3.1503959195951627e+000	  3.2026800105776618e+000	
  2.9605202037267571e+000	  2.9808867588467023e+000	  2.9242968700250280e+000	  3.1304970753866930e+000	  3.1585467134451664e+000	  3.0856200382207408e+000	  3.0997952992102347e+000	  3.1044283305424538e+000	  3.0841521487366848e+000	  2.9878297025054739e+000	  3.0488814198574077e+000	  3.1940760448441772e+000	  3.2467409007779167e+000	
  3.0036663487764823e+000	  3.0245740696880499e+000	  2.9663798879349659e+000	  3.1736172181752154e+000	  3.2022453321410316e+000	  3.1276669478540691e+000	  3.1430120053020163e+000	  3.1478109952578737e+000	  3.1266730630617499e+000	  3.0312430299549353e+000	  3.0935428207766202e+000	  3.2383454555522855e+000	  3.2913587687196304e+000	
  3.1055783516384414e+000	  3.1275681391752661e+000	  3.0661995258545485e+000	  3.2758773508258696e+000	  3.3056282872665386e+000	  3.2276581115468206e+000	  3.2459692343162381e+000	  3.2510324097593233e+000	  3.2283475361727159e+000	  3.1345700733154458e+000	  3.1988857994644513e+000	  3.3428922680994257e+000	  3.3966224530216227e+000	
  3.2099363275481592e+000	  3.2328527712111588e+000	  3.1688229118740665e+000	  3.3809816686116818e+000	  3.4116583673732253e+000	  3.3307002757202797e+000	  3.3522272509560915e+000	  3.3574455742723055e+000	  3.3336228075945487e+000	  3.2411089994571922e+000	  3.3066246621191673e+000	  3.4499421693043408e+000	  3.5043062458613412e+000	
  3.3163368337352193e+000	  3.3400705404754079e+000	  3.2737372663044928e+000	  3.4883920385725218e+000	  3.5198590279767763e+000	  3.4361929821617636e+000	  3.4610956849154544e+000	  3.4663959405721800e+000	  3.4417159238480330e+000	  3.3501983121094612e+000	  3.4163640050166828e+000	  3.5590642533807291e+000	  3.6140044827874145e+000	
