0,0.0032,0.0065,0.0095,0.0126
0.0014,0.0049,0.0083,0.0116,0.015
0.0028,0.0065,0.0102,0.0137,0.0173
0.0042,0.0082,0.0121,0.0158,0.0197
0.0056,0.0098,0.014,0.0179,0.022
0.007,0.0114,0.0159,0.02,0.0243
