0.0084,0.0033,-0.0017,-0.0063,-0.0112
0.0056,0.00005,-0.0054,-0.0105,-0.0159
0.0028,-0.0032,-0.0092,-0.0147,-0.0206
0,-0.0065,-0.0129,-0.019,-0.0253
-0.0028,-0.0098,-0.0167,-0.0232,-0.0299
-0.0056,-0.0131,-0.0205,-0.0274,-0.0346
-0.0084,-0.0163,-0.0242,-0.0316,-0.0393
-0.0112,-0.0196,-0.028,-0.0358,-0.044
-0.014,-0.0229,-0.0317,-0.04,-0.0487
-0.0167,-0.0262,-0.0355,-0.0442,-0.0534
-0.0195,-0.0294,-0.0393,-0.0484,-0.058
