SITE***	Age (Ma)	Genus	d18O adj.*	d13C	d18O 5pt**	d13C 5pt	"*O-isotope Adustments: CIB (+0.64), NUT (+0.45) (see Shackleton et al., 1984; Shackleton & Hall, 1997)"
607	0.4545	CIB	3.91	0.31	4.34	-0.15
659	0.455	CIB	4.81		4.29	-0.19
849	0.456	CIB	4.61	-0.37	4.3	-0.19
607	0.4577	CIB	4.03	-0.45	4.43	-0.33
806	0.46	CIB	4.15	-0.23	4.42	
849	0.46	CIB	4.54	-0.27	4.37	-0.26
659	0.461	CIB	4.77		4.41	-0.2
607	0.4613	CIB	4.37	-0.08	4.47	-0.19
806	0.464	CIB	4.2	-0.23	4.45	0.02
849	0.464	CIB	4.46	-0.2	4.33	0.17
607	0.4645	CIB	4.43	0.59	4.33	0.23
607	0.465	CIB	4.2	0.75	4.36	0.23
659	0.467	CIB	4.38		4.27	0.48
849	0.468	CIB	4.33	-0.2	4.3	0.3
607	0.4686	CIB	3.99	0.79	4.4	0.15
806	0.469	CIB	4.61	-0.14	4.5	
659	0.471	CIB	4.67		4.48	0.14
659	0.471	CIB	4.92		4.44	0.16
849	0.472	CIB	4.22	-0.23	4.34	0.15
607	0.4723	CIB	3.76	0.86	4.18	
806	0.474	CIB	4.14	-0.18	3.9	0.4
659	0.475	CIB	3.85		3.89	0.41
607	0.4759	CIB	3.52	1.14	3.94	0.22
849	0.476	CIB	4.2	-0.18	3.88	0.5
806	0.478	CIB	4.02	0.11	3.93	0.41
607	0.4795	CIB	3.83	0.94	4.11	0.23
849	0.48	CIB	4.11	0.04	4.14	0.36
659	0.48	CIB	4.41		4.12	0.49
659	0.481	CIB	4.32		4.08	0.15
659	0.482	CIB	3.92		4.05	0.27
806	0.483	CIB	3.63	0.27	3.93	0.27
659	0.483	CIB	3.95		3.83	0.45
849	0.484	CIB	3.84	0.27	3.81	
607	0.4849	CIB	3.79	0.8	3.91	0.54
659	0.485	CIB	3.86		3.88	
659	0.485	CIB	4.12		3.76	0.56
659	0.487	CIB	3.77		3.75	0.37
806	0.488	CIB	3.28	0.31	3.67	
849	0.488	CIB	3.71	0.43	3.64	0.4
659	0.49	CIB	3.45		3.6	0.35
607	0.4914	CIB	3.97	0.45	3.67	0.41
806	0.492	CIB	3.57	0.2	3.71	0.41
849	0.492	CIB	3.63	0.57	3.73	
659	0.493	CIB	3.95		3.67	0.41
659	0.495	CIB	3.54		3.69	0.38
849	0.496	CIB	3.66	0.45	3.81	0.18
806	0.497	CIB	3.64	0.11	3.76	
607	0.4973	CIB	4.24	-0.01	3.81	0.22
659	0.498	CIB	3.7		3.85	0.14
849	0.5	CIB	3.79	0.33	3.87	0.19
659	0.501	CIB	3.89		3.81	0.29
806	0.502	CIB	3.75	0.25	3.85	0.28
