0.03,0.44
0.45,0.38
0.71,0.45
0.88,-0.1
0.99,-0.37
0.99,-0.2
1.12,0.42
1.46,0.58
1.75,0.35
2.32,0.9
3.04,0.68
3.3,0.65
3.44,1.01
3.69,0.82
4.28,0.56
4.9,1.31
4.93,1.42
6.07,1.71
6.17,1.56
6.24,1.49
6.57,1.62
6.7,1.68
6.89,1.79
7.94,1.8
9.31,1.22
9.58,1.21
10.36,1.28
10.87,1.62
10.9,1.87
11.45,1.17
11.83,1.37
12.13,1.22
12.62,1.61
13.24,1.57
13.39,2.3
13.6,1.87
14.07,1.92
14.53,2.28
15.03,2.57
16.22,2.47
16.7,2.8
18.47,2.23
18.75,2.33
20.2,2.78
20.2,2.84
20.39,2.22
20.6,2.21
22.07,2.15
22.55,3.13
22.55,2.86
23.07,2.05
23.33,2.63
23.96,2.42
24.12,1.76
24.2,2.23
24.31,1.96
24.36,2.16
24.38,2.08
24.42,2.06
24.48,2.07
24.54,2.19
24.58,2.21
24.64,1.91
25.99,2.03
27.13,1.75
27.13,1.76
27.59,2.28
28.07,2.17
29.62,2.47
29.79,2.23
29.96,2.22
30.19,2.38
30.43,2.25
30.94,2.59
30.94,2.68
31.05,2.38
31.05,2.35
31.79,2.32
32.73,1.91
32.79,1.88
32.83,2.09
32.86,1.87
32.93,1.89
32.98,2.19
33.19,2.62
33.19,2.65
33.19,2.71
33.63,2.69
33.77,2.49
33.89,2.52
33.91,2.54
33.93,2.47
33.97,2.28
34.06,2.43
34.23,2.31
34.29,2.15
34.31,1.61
34.32,1.89
34.41,2.19
34.58,2.13
35.23,2.22
36.81,2.04
37.29,2.08
38.05,2.13
38.09,2
38.71,2.24
39.82,2.17
40.02,1.76
40.22,1.83
40.63,1.91
41.47,2.02
41.94,1.82
42.72,2.57
42.83,1.94
43.36,2.18
43.7,1.88
44,2.1
44.14,2.02
44.26,2.07
44.46,2.25
44.62,2.07
44.82,2.08
44.85,2.1
45,2.03
45.18,2.32
45.4,1.95
45.87,2.15
45.88,1.89
45.95,1.94
46.16,1.98
46.23,1.71
46.3,1.81
46.42,1.97
46.9,1.82
46.96,1.88
47.03,2.04
47.33,1.58
47.52,2.07
47.65,2.08
47.66,1.73
47.84,1.7
47.95,2.14
48.01,1.55
48.33,1.63
48.36,1.81
48.52,2.15
48.65,1.8
48.66,2.06
48.67,2.01
48.68,1.97
48.69,2.02
48.7,2.06
48.71,1.91
48.72,1.95
48.73,1.95
48.74,1.94
48.75,2.09
48.76,2.03
48.76,2.02
48.82,2.41
48.84,2.46
49.15,2.05
49.16,2.49
49.21,1.98
49.81,2.13
50.1,1.96
50.12,1.84
50.28,1.64
50.4,1.93
50.43,1.99
50.44,1.99
50.44,1.93
50.45,1.99
50.45,2.01
50.46,2.04
50.47,2.08
50.47,2.1
50.48,2.12
50.49,2.12
50.49,2.06
50.5,2.09
50.51,2.07
50.51,1.94
50.52,2.1
50.52,2.04
50.66,1.76
50.7,1.99
50.7,1.8
50.71,1.91
50.71,1.96
50.72,1.87
50.72,1.91
50.73,1.84
50.73,1.91
50.73,1.99
50.74,1.97
50.74,2.06
50.74,2.11
50.75,2.09
50.76,2.01
50.81,2.01
50.96,2.02
51.12,1.69
51.52,1.82
51.54,1.98
51.56,1.82
51.58,1.54
51.67,1.73
51.75,1.87
51.75,1.91
51.76,1.78
51.76,1.73
51.77,1.44
51.77,1.5
52.1,1.36
52.35,1.46
52.4,1.4
52.43,1.17
52.44,0.96
52.47,1.37
52.52,1.46
52.57,1.07
52.63,1.14
52.68,1.27
52.77,1.5
52.82,1.46
52.88,1.32
52.9,1.26
52.95,1.28
52.95,1.34
52.95,1.28
52.96,1.21
52.96,1.31
52.96,0.86
52.97,1.21
52.97,1.44
52.97,1.41
52.98,1.38
52.98,1.45
52.98,1.53
52.99,1.4
52.99,1.34
52.99,1.27
52.99,1.42
53.02,1.39
53.17,0.89
53.23,1
53.29,0.65
53.31,1.46
53.33,1.31
53.35,0.84
53.4,0.93
53.43,1.09
53.44,1.2
53.46,1.38
53.48,1.42
53.51,1.41
53.66,1.67
53.69,1.85
53.93,1.68
54.13,1.87
54.26,1.74
54.46,1.86
54.55,1.61
54.63,1.38
54.91,1.71
55.02,2.01
55.03,2.35
55.05,2.33
55.08,2.43
55.11,2.65
55.13,2.19
55.14,2.57
55.15,2.91
55.18,2.95
55.22,2.66
55.24,2.77
55.53,2.82
55.55,3.26
56.29,3.43
56.31,3.49
56.32,3.52
56.33,3.16
56.34,3.57
56.35,2.93
56.35,3.62
56.35,3.94
56.35,3.57
56.35,3.62
