AGE_CK95_Ma	AGE_GTS04_Ma	DSDP_ODP_SITE	LATITUDE	LONGITUDE	REFERENCE	SAMPLE	MBSF	MCD	GENUS	SPECIES	RAW_d13C	RAW_d18O	d13C_CORRECTION	d18O_CORRECTION	CORRECTED_d13C	CORRECTED_d18O
null	3.76300	1143	9.362	113.285	Cheng et al. (2004a)	"16H-6, 30-32"	147.200	156.780	Globigerinoides	G. ruber	0.980	-3.030	0.940	0.000	1.920	-3.030
null	3.38600	1143	9.362	113.285	Cheng et al. (2004a)	"15H-6, 30-32"	137.700	146.040	Globigerinoides	G. ruber	1.010	-3.030	0.940	0.000	1.950	-3.030
null	1.63600	1143	9.362	113.285	Cheng et al. (2004a)	"8H-6, 50-52"	71.400	78.240	Globigerinoides	G. ruber	1.050	-3.030	0.940	0.000	1.990	-3.030
null	2.80600	1143	9.362	113.285	Cheng et al. (2004a)	"13H-7, 20-22"	120.100	128.260	Globigerinoides	G. ruber	1.090	-3.030	0.940	0.000	2.030	-3.030
null	3.80000	1143	9.362	113.285	Cheng et al. (2004a)	"17H-1, 110-112"	149.000	157.820	Globigerinoides	G. ruber	1.190	-3.030	0.940	0.000	2.130	-3.030
null	3.33500	1143	9.362	113.285	Cheng et al. (2004a)	"15H-4, 110-112"	135.500	143.840	Globigerinoides	G. ruber	1.220	-3.030	0.940	0.000	2.160	-3.030
null	3.58800	1143	9.362	113.285	Cheng et al. (2004a)	"16H-2, 110-112"	142.000	151.580	Globigerinoides	G. ruber	1.230	-3.030	0.940	0.000	2.170	-3.030
null	3.62900	1143	9.362	113.285	Cheng et al. (2004a)	"16H-3, 100-102"	143.400	152.980	Globigerinoides	G. ruber	1.480	-3.030	0.940	0.000	2.420	-3.030
10.50600	10.58700	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	263.310	275.530	Globigerinoides	G. sacculifer	1.425	-2.708	0.590	-0.320	2.015	-3.028
2.42700	2.42600	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	133.160	138.360	Globigerinoides	G. ruber	0.360	-3.020	0.940	0.000	1.300	-3.020
null	2.34400	1143	9.362	113.285	Cheng et al. (2004a)	"12H-1, 132-134"	101.720	109.180	Globigerinoides	G. ruber	0.910	-3.020	0.940	0.000	1.850	-3.020
null	3.61300	1143	9.362	113.285	Cheng et al. (2004a)	"16H-3, 50-52"	142.900	152.480	Globigerinoides	G. ruber	0.930	-3.020	0.940	0.000	1.870	-3.020
null	2.26100	1143	9.362	113.285	Cheng et al. (2004a)	"11H-5, 80-82"	98.500	106.280	Globigerinoides	G. ruber	1.010	-3.020	0.940	0.000	1.950	-3.020
null	3.51900	1143	9.362	113.285	Cheng et al. (2004a)	"16H-1, 90-92"	140.300	149.880	Globigerinoides	G. ruber	1.060	-3.020	0.940	0.000	2.000	-3.020
4.67000	4.67800	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	165.210	177.430	Globigerinoides	G. sacculifer	1.438	-2.700	0.590	-0.320	2.028	-3.020
null	2.71900	1143	9.362	113.285	Cheng et al. (2004a)	"13H-5, 80-82"	117.700	125.860	Globigerinoides	G. ruber	1.090	-3.020	0.940	0.000	2.030	-3.020
null	2.17300	1143	9.362	113.285	Cheng et al. (2004a)	"11H-3, 80-82"	94.700	101.800	Globigerinoides	G. ruber	1.240	-3.020	0.940	0.000	2.180	-3.020
16.10600	16.07100	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	332.210	344.430	Globigerinoides	G. sacculifer	2.194	-2.699	0.590	-0.320	2.784	-3.019
9.99800	10.06700	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	251.610	263.830	Globigerinoides	G. sacculifer	1.228	-2.695	0.590	-0.320	1.818	-3.015
9.98500	10.05400	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	251.310	263.530	Globigerinoides	G. sacculifer	1.970	-2.694	0.590	-0.320	2.560	-3.014
null	0.77800	1143	9.362	113.285	Cheng et al. (2004a)	"5H-3, 110-112"	38.000	42.240	Globigerinoides	G. ruber	0.530	-3.010	0.940	0.000	1.470	-3.010
null	1.77500	1143	9.362	113.285	Cheng et al. (2004a)	"9H-5, 70-72"	78.600	85.180	Globigerinoides	G. ruber	0.820	-3.010	0.940	0.000	1.760	-3.010
null	0.10900	1143	9.362	113.285	Cheng et al. (2004a)	"1H-3, 100-102"	4.000	7.200	Globigerinoides	G. ruber	0.910	-3.010	0.940	0.000	1.850	-3.010
null	3.81000	1143	9.362	113.285	Cheng et al. (2004a)	"17H-2, 70-72"	150.100	158.920	Globigerinoides	G. ruber	1.150	-3.010	0.940	0.000	2.090	-3.010
null	2.42900	1143	9.362	113.285	Cheng et al. (2004a)	"12H-3, 52-54"	103.920	111.380	Globigerinoides	G. ruber	1.240	-3.010	0.940	0.000	2.180	-3.010
null	3.79800	1143	9.362	113.285	Cheng et al. (2004a)	"17H-1, 90-92"	148.800	157.620	Globigerinoides	G. ruber	1.250	-3.010	0.940	0.000	2.190	-3.010
null	2.84900	1143	9.362	113.285	Cheng et al. (2004a)	"14H-2, 40-42"	122.300	130.960	Globigerinoides	G. ruber	1.440	-3.010	0.940	0.000	2.380	-3.010
4.71100	4.71600	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	165.660	177.880	Globigerinoides	G. sacculifer	0.956	-2.683	0.590	-0.320	1.546	-3.003
null	0.55100	1143	9.362	113.285	Cheng et al. (2004a)	"4H-2, 80-82"	30.700	32.360	Globigerinoides	G. ruber	0.860	-3.000	0.940	0.000	1.800	-3.000
null	0.40500	1143	9.362	113.285	Cheng et al. (2004a)	"3H-5, 124-126"	22.140	24.860	Globigerinoides	G. ruber	1.130	-3.000	0.940	0.000	2.070	-3.000
null	1.43000	1143	9.362	113.285	Cheng et al. (2004a)	"8H-1, 140-142"	63.800	69.620	Globigerinoides	G. ruber	1.260	-3.000	0.940	0.000	2.200	-3.000
null	2.36600	1143	9.362	113.285	Cheng et al. (2004a)	"12H-2, 42-44"	102.320	109.780	Globigerinoides	G. ruber	1.270	-3.000	0.940	0.000	2.210	-3.000
null	2.43500	1143	9.362	113.285	Cheng et al. (2004a)	"12H-3, 102-104"	104.420	111.880	Globigerinoides	G. ruber	1.280	-3.000	0.940	0.000	2.220	-3.000
null	2.32900	1143	9.362	113.285	Cheng et al. (2004a)	"11H-7, 10-12"	100.800	108.580	Globigerinoides	G. ruber	1.370	-3.000	0.940	0.000	2.310	-3.000
null	3.80500	1143	9.362	113.285	Cheng et al. (2004a)	"17H-2, 20-22"	149.600	158.420	Globigerinoides	G. ruber	1.580	-3.000	0.940	0.000	2.520	-3.000
null	2.49700	1143	9.362	113.285	Cheng et al. (2004a)	"12H-5, 0-2"	107.400	115.340	Globigerinoides	G. ruber	1.670	-3.000	0.940	0.000	2.610	-3.000
7.98000	8.01800	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	225.060	237.280	Globigerinoides	G. sacculifer	2.540	-2.677	0.590	-0.320	3.130	-2.997
null	2.95800	1143	9.362	113.285	Cheng et al. (2004a)	"14H-3, 100-102"	124.400	133.060	Globigerinoides	G. ruber	1.020	-2.990	0.940	0.000	1.960	-2.990
null	2.55800	1143	9.362	113.285	Cheng et al. (2004a)	"13H-1, 120-122"	111.100	118.900	Globigerinoides	G. ruber	1.220	-2.990	0.940	0.000	2.160	-2.990
null	2.46200	1143	9.362	113.285	Cheng et al. (2004a)	"12H-3, 90-92"	105.300	113.240	Globigerinoides	G. ruber	1.370	-2.990	0.940	0.000	2.310	-2.990
null	3.21400	1143	9.362	113.285	Cheng et al. (2004a)	"15H-2, 120-122"	131.600	139.920	Globigerinoides	G. ruber	1.450	-2.990	0.940	0.000	2.390	-2.990
16.09800	16.06300	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	331.910	344.130	Globigerinoides	G. sacculifer	2.287	-2.666	0.590	-0.320	2.877	-2.986
20.30600	19.86600	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	391.860	404.080	Globigerinoides	G. sacculifer	1.922	-2.661	0.590	-0.320	2.512	-2.981
null	1.40100	1146	19.457	116.273	Clemens and Prell (2003)	null	151.340	160.040	Globigerinoides	G. ruber	1.240	-3.140	0.940	0.000	1.740	-2.980
null	3.48100	1143	9.362	113.285	Cheng et al. (2004a)	"16H-5, 20-22"	142.100	148.660	Globigerinoides	G. ruber	0.810	-2.980	0.940	0.000	1.750	-2.980
null	4.10000	1143	9.362	113.285	Cheng et al. (2004a)	"18H-4, 70-72"	160.000	167.520	Globigerinoides	G. ruber	0.960	-2.980	0.940	0.000	1.900	-2.980
null	2.65700	1143	9.362	113.285	Cheng et al. (2004a)	"13H-4, 80-82"	115.200	123.000	Globigerinoides	G. ruber	1.040	-2.980	0.940	0.000	1.980	-2.980
null	3.69000	1143	9.362	113.285	Cheng et al. (2004a)	"16H-4, 120-122"	145.100	154.680	Globigerinoides	G. ruber	1.200	-2.980	0.940	0.000	2.140	-2.980
null	2.66500	1143	9.362	113.285	Cheng et al. (2004a)	"13H-4, 110-112"	115.500	123.300	Globigerinoides	G. ruber	1.400	-2.980	0.940	0.000	2.340	-2.980
null	2.37600	1143	9.362	113.285	Cheng et al. (2004a)	"12H-1, 120-122"	102.600	110.540	Globigerinoides	G. ruber	1.430	-2.980	0.940	0.000	2.370	-2.980
16.58500	16.57300	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	345.120	357.340	Globigerinoides	G. sacculifer	2.278	-2.657	0.590	-0.320	2.868	-2.977
null	2.78100	1143	9.362	113.285	Cheng et al. (2004a)	"13H-6, 90-92"	119.300	127.460	Globigerinoides	G. ruber	0.980	-2.970	0.940	0.000	1.920	-2.970
null	2.25800	1143	9.362	113.285	Cheng et al. (2004a)	"11H-5, 30-32"	98.000	105.780	Globigerinoides	G. ruber	1.030	-2.970	0.940	0.000	1.970	-2.970
null	3.13500	1143	9.362	113.285	Cheng et al. (2004a)	"14H-6, 130-132"	129.200	137.860	Globigerinoides	G. ruber	1.040	-2.970	0.940	0.000	1.980	-2.970
null	0.40400	1143	9.362	113.285	Cheng et al. (2004a)	"3H-5, 114-116"	22.040	24.760	Globigerinoides	G. ruber	1.200	-2.970	0.940	0.000	2.140	-2.970
null	2.89200	1143	9.362	113.285	Cheng et al. (2004a)	"14H-2, 120-122"	123.100	131.760	Globigerinoides	G. ruber	1.260	-2.970	0.940	0.000	2.200	-2.970
null	2.67900	1143	9.362	113.285	Cheng et al. (2004a)	"13H-5, 10-12"	116.000	123.800	Globigerinoides	G. ruber	1.330	-2.970	0.940	0.000	2.270	-2.970
null	2.88500	1143	9.362	113.285	Cheng et al. (2004a)	"14H-2, 110-112"	123.000	131.660	Globigerinoides	G. ruber	1.410	-2.970	0.940	0.000	2.350	-2.970
null	1.98300	1143	9.362	113.285	Cheng et al. (2004a)	"10H-3, 120-122"	86.600	94.120	Globigerinoides	G. ruber	1.620	-2.970	0.940	0.000	2.560	-2.970
null	2.43700	1143	9.362	113.285	Cheng et al. (2004a)	"12H-2, 120-122"	104.100	112.040	Globigerinoides	G. ruber	1.630	-2.970	0.940	0.000	2.570	-2.970
4.80700	4.80700	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	166.710	178.930	Globigerinoides	G. sacculifer	1.186	-2.649	0.590	-0.320	1.776	-2.969
null	3.69500	1143	9.362	113.285	Cheng et al. (2004a)	"16H-4, 130-132"	145.200	154.780	Globigerinoides	G. ruber	1.190	-2.960	0.940	0.000	2.130	-2.960
null	1.74600	1143	9.362	113.285	Cheng et al. (2004a)	"9H-4, 100-102"	77.400	83.980	Globigerinoides	G. ruber	1.220	-2.960	0.940	0.000	2.160	-2.960
null	2.50100	1143	9.362	113.285	Cheng et al. (2004a)	"12H-5, 20-22"	107.600	115.540	Globigerinoides	G. ruber	1.240	-2.960	0.940	0.000	2.180	-2.960
null	2.63500	1143	9.362	113.285	Cheng et al. (2004a)	"13H-3, 100-102"	113.900	121.700	Globigerinoides	G. ruber	1.600	-2.960	0.940	0.000	2.540	-2.960
15.32800	15.32400	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	313.400	325.620	Globigerinoides	G. sacculifer	2.039	-2.640	0.590	-0.320	2.629	-2.960
18.47800	18.24000	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	368.360	380.580	Globigerinoides	G. sacculifer	1.924	-2.637	0.590	-0.320	2.514	-2.957
null	2.09500	1143	9.362	113.285	Cheng et al. (2004a)	"11H-1, 120-122"	92.100	99.200	Globigerinoides	G. ruber	0.860	-2.950	0.940	0.000	1.800	-2.950
null	0.40800	1143	9.362	113.285	Cheng et al. (2004a)	"3H-6, 0-2"	22.400	25.120	Globigerinoides	G. ruber	0.900	-2.950	0.940	0.000	1.840	-2.950
null	1.59000	1143	9.362	113.285	Cheng et al. (2004a)	"8H-5, 40-42"	69.800	76.640	Globigerinoides	G. ruber	1.100	-2.950	0.940	0.000	2.040	-2.950
null	2.42000	1143	9.362	113.285	Cheng et al. (2004a)	"12H-3, 42-44"	103.820	111.280	Globigerinoides	G. ruber	1.140	-2.950	0.940	0.000	2.080	-2.950
null	3.71400	1143	9.362	113.285	Cheng et al. (2004a)	"16H-5, 40-42"	145.800	155.380	Globigerinoides	G. ruber	1.140	-2.950	0.940	0.000	2.080	-2.950
null	3.73200	1143	9.362	113.285	Cheng et al. (2004a)	"16H-5, 100-102"	146.400	155.980	Globigerinoides	G. ruber	1.250	-2.950	0.940	0.000	2.190	-2.950
5.00400	4.90600	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	169.710	181.930	Globigerinoides	G. sacculifer	2.089	-2.630	0.590	-0.320	2.679	-2.950
18.89100	18.61600	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	374.660	386.880	Globigerinoides	G. sacculifer	1.403	-2.625	0.590	-0.320	1.993	-2.945
2.21600	2.21400	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	118.710	130.260	Globigerinoides	G. ruber	-0.120	-2.940	0.940	0.000	0.820	-2.940
null	0.32400	1143	9.362	113.285	Cheng et al. (2004a)	"2H-6, 30-32"	17.200	20.600	Globigerinoides	G. ruber	0.610	-2.940	0.940	0.000	1.550	-2.940
null	3.50500	1143	9.362	113.285	Cheng et al. (2004a)	"16H-1, 40-42"	139.800	149.380	Globigerinoides	G. ruber	0.930	-2.940	0.940	0.000	1.870	-2.940
null	3.59700	1143	9.362	113.285	Cheng et al. (2004a)	"16H-2, 140-142"	142.300	151.880	Globigerinoides	G. ruber	1.100	-2.940	0.940	0.000	2.040	-2.940
null	2.61100	1143	9.362	113.285	Cheng et al. (2004a)	"13H-3, 40-42"	113.300	121.100	Globigerinoides	G. ruber	1.140	-2.940	0.940	0.000	2.080	-2.940
null	2.55200	1143	9.362	113.285	Cheng et al. (2004a)	"12H-7, 20-22"	110.600	118.540	Globigerinoides	G. ruber	1.160	-2.940	0.940	0.000	2.100	-2.940
null	2.26000	1143	9.362	113.285	Cheng et al. (2004a)	"11H-5, 70-72"	98.400	106.180	Globigerinoides	G. ruber	1.170	-2.940	0.940	0.000	2.110	-2.940
null	3.01300	1143	9.362	113.285	Cheng et al. (2004a)	"14H-4, 50-52"	125.400	134.060	Globigerinoides	G. ruber	1.230	-2.940	0.940	0.000	2.170	-2.940
null	3.05500	1143	9.362	113.285	Cheng et al. (2004a)	"14H-5, 40-42"	126.800	135.460	Globigerinoides	G. ruber	1.240	-2.940	0.940	0.000	2.180	-2.940
null	2.29900	1143	9.362	113.285	Cheng et al. (2004a)	"11H-6, 50-52"	99.700	107.480	Globigerinoides	G. ruber	1.250	-2.940	0.940	0.000	2.190	-2.940
null	2.53600	1143	9.362	113.285	Cheng et al. (2004a)	"12H-6, 120-122"	110.100	118.040	Globigerinoides	G. ruber	1.340	-2.940	0.940	0.000	2.280	-2.940
null	3.77500	1143	9.362	113.285	Cheng et al. (2004a)	"16H-6, 50-52"	147.400	156.980	Globigerinoides	G. ruber	1.350	-2.940	0.940	0.000	2.290	-2.940
7.45400	7.54700	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	212.330	224.550	Globigerinoides	G. sacculifer	2.379	-2.611	0.590	-0.320	2.969	-2.931
16.31900	16.26800	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	341.210	353.430	Globigerinoides	G. sacculifer	2.719	-2.611	0.590	-0.320	3.309	-2.931
null	3.72000	1143	9.362	113.285	Cheng et al. (2004a)	"16H-5, 60-62"	146.000	155.580	Globigerinoides	G. ruber	0.370	-2.930	0.940	0.000	1.310	-2.930
2.66100	2.66000	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	141.480	147.730	Globigerinoides	G. ruber	0.430	-2.930	0.940	0.000	1.370	-2.930
null	3.49800	1143	9.362	113.285	Cheng et al. (2004a)	"16H-5, 60-62"	142.500	149.060	Globigerinoides	G. ruber	0.710	-2.930	0.940	0.000	1.650	-2.930
null	2.43600	1143	9.362	113.285	Cheng et al. (2004a)	"12H-3, 112-114"	104.520	111.980	Globigerinoides	G. ruber	0.870	-2.930	0.940	0.000	1.810	-2.930
null	0.62100	1143	9.362	113.285	Cheng et al. (2004a)	"4H-4, 40-42"	33.300	34.960	Globigerinoides	G. ruber	0.960	-2.930	0.940	0.000	1.900	-2.930
null	1.99700	1143	9.362	113.285	Cheng et al. (2004a)	"10H-4, 50-52"	87.400	94.920	Globigerinoides	G. ruber	1.000	-2.930	0.940	0.000	1.940	-2.930
null	1.98600	1143	9.362	113.285	Cheng et al. (2004a)	"10H-4, 0-2"	86.900	94.420	Globigerinoides	G. ruber	1.010	-2.930	0.940	0.000	1.950	-2.930
3.20500	3.19500	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	148.560	160.780	Globigerinoides	G. ruber	1.060	-2.930	0.940	0.000	2.000	-2.930
null	2.08600	1143	9.362	113.285	Cheng et al. (2004a)	"11H-1, 50-52"	91.400	98.500	Globigerinoides	G. ruber	1.090	-2.930	0.940	0.000	2.030	-2.930
null	3.03700	1143	9.362	113.285	Cheng et al. (2004a)	"14H-4, 110-112"	126.000	134.660	Globigerinoides	G. ruber	1.090	-2.930	0.940	0.000	2.030	-2.930
null	3.39400	1143	9.362	113.285	Cheng et al. (2004a)	"16H-3, 110-112"	140.000	146.560	Globigerinoides	G. ruber	1.150	-2.930	0.940	0.000	2.090	-2.930
null	2.65100	1143	9.362	113.285	Cheng et al. (2004a)	"13H-4, 60-62"	115.000	122.800	Globigerinoides	G. ruber	1.230	-2.930	0.940	0.000	2.170	-2.930
null	2.11300	1143	9.362	113.285	Cheng et al. (2004a)	"11H-2, 30-32"	92.700	99.800	Globigerinoides	G. ruber	1.340	-2.930	0.940	0.000	2.280	-2.930
null	2.63900	1143	9.362	113.285	Cheng et al. (2004a)	"13H-4, 0-2"	114.400	122.200	Globigerinoides	G. ruber	1.420	-2.930	0.940	0.000	2.360	-2.930
null	3.23500	1143	9.362	113.285	Cheng et al. (2004a)	"15H-3, 60-62"	132.500	140.820	Globigerinoides	G. ruber	1.420	-2.930	0.940	0.000	2.360	-2.930
2.49900	2.49900	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	129.860	141.860	Globigerinoides	G. ruber	0.490	-2.920	0.940	0.000	1.430	-2.920
null	4.46300	1143	9.362	113.285	Cheng et al. (2004a)	"18H-6, 10-12"	164.600	172.890	Globigerinoides	G. ruber	0.640	-2.920	0.940	0.000	1.580	-2.920
null	1.11800	1143	9.362	113.285	Cheng et al. (2004a)	"6H-5, 10-12"	50.500	55.960	Globigerinoides	G. ruber	0.670	-2.920	0.940	0.000	1.610	-2.920
null	0.54600	1143	9.362	113.285	Cheng et al. (2004a)	"4H-2, 40-42"	30.300	31.960	Globigerinoides	G. ruber	0.780	-2.920	0.940	0.000	1.720	-2.920
null	1.90400	1143	9.362	113.285	Cheng et al. (2004a)	"10H-1, 50-52"	82.900	90.420	Globigerinoides	G. ruber	0.910	-2.920	0.940	0.000	1.850	-2.920
null	1.90900	1143	9.362	113.285	Cheng et al. (2004a)	"10H-1, 90-92"	83.300	90.820	Globigerinoides	G. ruber	1.140	-2.920	0.940	0.000	2.080	-2.920
null	1.67900	1143	9.362	113.285	Cheng et al. (2004a)	"9H-2, 90-92"	74.300	80.880	Globigerinoides	G. ruber	1.170	-2.920	0.940	0.000	2.110	-2.920
null	3.10200	1143	9.362	113.285	Cheng et al. (2004a)	"14H-6, 90-92"	128.800	137.460	Globigerinoides	G. ruber	1.200	-2.920	0.940	0.000	2.140	-2.920
null	3.59400	1143	9.362	113.285	Cheng et al. (2004a)	"16H-2, 130-132"	142.200	151.780	Globigerinoides	G. ruber	1.200	-2.920	0.940	0.000	2.140	-2.920
null	2.86600	1143	9.362	113.285	Cheng et al. (2004a)	"14H-2, 80-82"	122.700	131.360	Globigerinoides	G. ruber	1.230	-2.920	0.940	0.000	2.170	-2.920
null	3.32300	1143	9.362	113.285	Cheng et al. (2004a)	"15H-5, 10-12"	135.000	143.320	Globigerinoides	G. ruber	1.240	-2.920	0.940	0.000	2.180	-2.920
null	3.22400	1143	9.362	113.285	Cheng et al. (2004a)	"15H-3, 30-32"	132.200	140.520	Globigerinoides	G. ruber	1.460	-2.920	0.940	0.000	2.400	-2.920
null	1.87500	1143	9.362	113.285	Cheng et al. (2004a)	"9H-7, 0-2"	81.900	89.280	Globigerinoides	G. ruber	1.490	-2.920	0.940	0.000	2.430	-2.920
null	3.78100	1143	9.362	113.285	Cheng et al. (2004a)	"16H-6, 60-62"	147.500	157.080	Globigerinoides	G. ruber	1.530	-2.920	0.940	0.000	2.470	-2.920
null	1.39600	1143	9.362	113.285	Cheng et al. (2004a)	"7H-6, 40-42"	61.800	68.060	Globigerinoides	G. ruber	1.610	-2.920	0.940	0.000	2.550	-2.920
16.29700	16.26800	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	340.610	352.830	Globigerinoides	G. sacculifer	2.266	-2.600	0.590	-0.320	2.856	-2.920
4.47700	4.49000	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	163.110	175.330	Globigerinoides	G. sacculifer	1.438	-2.592	0.590	-0.320	2.028	-2.912
16.55700	16.54400	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	344.820	357.040	Globigerinoides	G. sacculifer	2.063	-2.592	0.590	-0.320	2.653	-2.912
2.17500	2.17300	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	123.360	128.060	Globigerinoides	G. ruber	0.230	-2.910	0.940	0.000	1.170	-2.910
3.37800	3.37800	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	150.960	163.180	Globigerinoides	G. ruber	0.390	-2.910	0.940	0.000	1.330	-2.910
2.25000	2.24800	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	120.060	131.610	Globigerinoides	G. ruber	0.520	-2.910	0.940	0.000	1.460	-2.910
null	3.70700	1143	9.362	113.285	Cheng et al. (2004a)	"16H-5, 20-22"	145.600	155.180	Globigerinoides	G. ruber	0.880	-2.910	0.940	0.000	1.820	-2.910
null	3.38300	1143	9.362	113.285	Cheng et al. (2004a)	"15H-6, 10-12"	137.500	145.840	Globigerinoides	G. ruber	0.990	-2.910	0.940	0.000	1.930	-2.910
null	3.14600	1143	9.362	113.285	Cheng et al. (2004a)	"15H-1, 140-142"	130.300	138.620	Globigerinoides	G. ruber	1.040	-2.910	0.940	0.000	1.980	-2.910
null	3.56600	1143	9.362	113.285	Cheng et al. (2004a)	"16H-2, 40-42"	141.300	150.880	Globigerinoides	G. ruber	1.190	-2.910	0.940	0.000	2.130	-2.910
null	2.05300	1143	9.362	113.285	Cheng et al. (2004a)	"10H-5, 70-72"	89.100	96.620	Globigerinoides	G. ruber	1.230	-2.910	0.940	0.000	2.170	-2.910
null	1.35200	1143	9.362	113.285	Cheng et al. (2004a)	"7H-5, 10-12"	60.000	66.260	Globigerinoides	G. ruber	1.290	-2.910	0.940	0.000	2.230	-2.910
null	3.76800	1143	9.362	113.285	Cheng et al. (2004a)	"16H-6, 40-42"	147.300	156.880	Globigerinoides	G. ruber	1.310	-2.910	0.940	0.000	2.250	-2.910
null	2.47900	1143	9.362	113.285	Cheng et al. (2004a)	"12H-5, 10-12"	106.500	113.960	Globigerinoides	G. ruber	1.350	-2.910	0.940	0.000	2.290	-2.910
null	3.47500	1143	9.362	113.285	Cheng et al. (2004a)	"16H-5, 10-12"	142.000	148.560	Globigerinoides	G. ruber	1.390	-2.910	0.940	0.000	2.330	-2.910
null	1.85000	1143	9.362	113.285	Cheng et al. (2004a)	"9H-6, 60-62"	81.000	88.380	Globigerinoides	G. ruber	1.440	-2.910	0.940	0.000	2.380	-2.910
null	1.16100	1143	9.362	113.285	Cheng et al. (2004a)	"6H-6, 80-82"	52.700	58.160	Globigerinoides	G. ruber	1.490	-2.910	0.940	0.000	2.430	-2.910
15.55900	15.54300	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	318.710	330.930	Globigerinoides	G. sacculifer	2.805	-2.590	0.590	-0.320	3.395	-2.910
15.75700	15.73000	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	323.510	335.730	Globigerinoides	G. sacculifer	2.268	-2.586	0.590	-0.320	2.858	-2.906
null	3.81400	1143	9.362	113.285	Cheng et al. (2004a)	"17H-2, 110-112"	150.500	159.320	Globigerinoides	G. ruber	0.810	-2.900	0.940	0.000	1.750	-2.900
null	1.98400	1143	9.362	113.285	Cheng et al. (2004a)	"10H-3, 130-132"	86.700	94.220	Globigerinoides	G. ruber	0.880	-2.900	0.940	0.000	1.820	-2.900
null	1.15100	1143	9.362	113.285	Cheng et al. (2004a)	"6H-6, 20-22"	52.100	57.560	Globigerinoides	G. ruber	0.890	-2.900	0.940	0.000	1.830	-2.900
null	3.38500	1143	9.362	113.285	Cheng et al. (2004a)	"15H-6, 20-22"	137.600	145.940	Globigerinoides	G. ruber	0.930	-2.900	0.940	0.000	1.870	-2.900
null	2.47400	1143	9.362	113.285	Cheng et al. (2004a)	"12H-3, 130-132"	105.700	113.640	Globigerinoides	G. ruber	0.960	-2.900	0.940	0.000	1.900	-2.900
null	3.46600	1143	9.362	113.285	Cheng et al. (2004a)	"16H-4, 140-142"	141.800	148.360	Globigerinoides	G. ruber	1.050	-2.900	0.940	0.000	1.990	-2.900
null	3.79900	1143	9.362	113.285	Cheng et al. (2004a)	"17H-1, 100-102"	148.900	157.720	Globigerinoides	G. ruber	1.090	-2.900	0.940	0.000	2.030	-2.900
null	2.63700	1143	9.362	113.285	Cheng et al. (2004a)	"13H-3, 130-132"	114.200	122.000	Globigerinoides	G. ruber	1.190	-2.900	0.940	0.000	2.130	-2.900
null	3.39600	1143	9.362	113.285	Cheng et al. (2004a)	"16H-3, 120-122"	140.100	146.660	Globigerinoides	G. ruber	1.220	-2.900	0.940	0.000	2.160	-2.900
null	1.46500	1143	9.362	113.285	Cheng et al. (2004a)	"8H-3, 20-22"	65.600	71.420	Globigerinoides	G. ruber	1.240	-2.900	0.940	0.000	2.180	-2.900
null	1.64300	1143	9.362	113.285	Cheng et al. (2004a)	"8H-6, 100-102"	71.900	78.740	Globigerinoides	G. ruber	1.280	-2.900	0.940	0.000	2.220	-2.900
