0.02,0.16,0.44
0.347,0.94,0.38
0.633,1.46,0.45
0.778,1.43,-0.1
0.913,0.88,-0.37
0.913,1.27,-0.2
1.044,1.42,0.42
1.35,1.28,0.58
1.628,1.5,0.35
2.255,1.93,0.9
2.91,1.54,0.68
3.151,1.57,0.65
3.323,1.68,1.01
3.493,1.6,0.82
3.955,1.27,0.56
4.489,1.74,1.31
4.523,1.62,1.42
5.439,1.84,1.71
5.584,1.98,1.56
5.658,2.08,1.49
5.89,1.95,1.62
6.082,1.83,1.68
6.328,1.67,1.79
7.145,1.79,1.8
8.505,1.33,1.22
8.885,1.34,1.21
9.677,1.5,1.28
10.246,2.04,1.62
10.285,2.01,1.87
10.996,1.66,1.17
11.429,1.59,1.37
11.806,1.44,1.22
12.361,1.54,1.61
13.136,1.53,1.57
13.305,1.48,2.3
13.587,1.55,1.87
14.063,1.35,1.92
14.569,1.64,2.28
15.164,1.69,2.57
16.349,1.36,2.47
16.965,1.42,2.8
19.014,1.72,2.33
21,1.82,2.21
22.955,1.49,2.05
23.241,1.62,2.63
23.971,1.42,2.42
24.229,0.98,1.76
24.644,1.23,1.96
24.731,1.34,2.16
24.841,1.59,2.06
24.95,1.44,2.07
25.059,1.53,2.19
25.147,1.65,2.21
25.278,1.2,1.91
46.6,0.45,2.02
46.733,0.6,2.07
47.101,0.3,2.07
47.477,0.4,2.03
47.86,0.66,1.95
48.71,0.54,1.71
48.775,0.71,1.81
49.252,0.57,1.82
49.677,0.63,1.58
50.05,0.53,1.73
50.255,0.45,1.7
50.462,0.31,1.55
50.874,0.04,1.63
50.904,0.11,1.81
51.312,-0.16,1.8
51.326,0.19,2.06
51.34,0.1,2.01
51.354,0.1,1.97
51.367,0,2.02
51.381,0.28,2.06
51.395,0.03,1.91
51.409,-0.07,1.95
51.422,-0.13,1.95
51.436,0.04,1.94
51.45,0.03,2.09
51.464,0.2,2.03
51.477,0.01,2.02
51.603,1.2,2.46
52.12,-0.33,1.98
53.421,-0.08,1.99
53.428,-0.22,1.99
53.436,-0.29,1.93
53.443,-0.26,1.99
53.449,-0.11,2.01
53.458,-0.29,2.04
53.465,-0.21,2.08
53.471,-0.24,2.1
53.483,-0.29,2.12
53.487,-0.3,2.12
53.495,-0.08,2.06
53.524,-0.44,2.1
53.502,0.06,2.09
53.509,-0.34,2.07
53.517,-0.29,1.94
53.524,-0.35,2.04
53.801,-0.2,1.91
53.752,-0.45,1.99
53.759,-0.49,1.8
53.766,-0.45,1.91
53.774,-0.45,1.96
53.781,-0.45,1.87
53.789,-0.4,1.91
53.796,-0.49,1.84
53.801,-0.2,1.91
53.803,-0.39,1.99
53.811,-0.39,1.97
53.818,-0.15,2.06
53.825,-0.33,2.11
53.833,-0.34,2.09
53.849,-0.53,2.01
53.887,-0.53,2.01
54.487,-0.3,1.82
54.918,-0.52,1.44
55.241,-0.5,0.96
55.808,-0.32,1.28
55.811,-0.25,1.34
55.814,-0.37,1.28
55.818,-0.19,1.21
55.821,-0.24,1.31
55.824,-0.59,0.86
55.828,-0.51,1.21
55.831,-0.14,1.44
55.834,-0.3,1.41
55.838,-0.46,1.38
55.841,-0.2,1.45
55.844,-0.11,1.53
55.848,-0.41,1.4
55.851,-0.51,1.27
55.854,-0.11,1.42
56.081,-0.4,1
56.131,-0.65,0.65
56.182,-0.48,0.84
56.232,-0.63,0.93
56.255,-0.48,1.09
56.282,-0.34,1.38
56.299,-0.39,1.42
57.224,-0.42,1.61
59.382,-0.48,3.27
59.394,-0.51,3.27
59.404,-0.51,3.29
59.419,-0.35,3.35
59.425,-0.67,3.32
59.441,-0.47,3.35
59.452,-0.43,3.4
59.468,-0.5,3.4
59.473,-0.25,3.35
59.482,-0.26,3.38
59.492,-0.43,3.14
59.501,-0.43,3.21
60.029,-0.53,3.64
60.197,-0.56,3.85
60.326,-0.13,3.69
61.984,-0.35,2.53
62.43,-0.13,2.3
63.591,-0.34,2.13
63.637,-0.15,2.32
63.684,-0.22,2.29
63.73,-0.35,2.11
63.777,-0.36,2.16
63.823,-0.39,2.15
63.87,-0.56,2.02
63.939,-0.55,2.1
63.986,-0.56,2.18
64.032,-0.56,2.14
64.079,-0.33,2.05
64.125,-0.5,1.93
64.172,-0.39,1.92
64.216,-0.59,1.67
64.288,-0.67,1.63
64.339,-0.65,1.49
64.39,-0.79,1.42
64.442,-0.61,1.74
64.494,-0.74,1.64
64.545,-0.76,1.65
64.597,-0.7,1.64
64.674,-1.02,1.76
64.726,-0.76,1.87
64.777,-0.68,1.92
64.829,-0.62,2.12
64.88,-0.26,2.07
64.932,-0.68,1.98
64.983,-0.59,1.79
65.061,-0.57,1.69
65.112,-0.51,1.86
65.193,-0.51,1.8
65.28,-0.46,1.74
65.366,-0.54,1.86
65.453,-0.69,1.87
65.52,-0.81,1.86
65.585,-0.49,1.8
65.628,-0.35,1.89
65.672,-0.59,1.78
65.715,-0.8,1.5
65.759,-0.59,1.54
65.802,-0.79,1.24
65.846,-0.45,1.48
65.911,-0.29,1.69
65.955,-0.96,1.27
65.998,-0.23,1.39
66.214,-0.56,1.11
66.51,-0.42,2.86
66.766,-0.63,2.82
68.473,-0.9,2.91
47.332,-0.05,2.1
47.648,0,2.32
48.332,0.12,2.15
48.86,0.19,1.97
49.374,0.2,2.04
49.888,0.06,2.07
50.393,-0.37,2.14
51.567,-0.21,2.41
52.062,-0.07,2.49
52.745,-0.59,2.13
53.086,-0.52,1.84
54.159,-0.53,1.69
54.5,-0.5,1.54
54.756,-0.47,1.73
54.925,-0.45,1.5
55.084,-0.3,1.36
55.137,-0.33,1.46
55.187,-0.06,1.4
55.232,-0.31,1.17
55.402,-0.58,1.07
55.471,-0.46,0.14
55.53,-0.4,1.27
55.63,-0.29,1.5
55.679,-0.25,1.46
55.745,-0.17,0.32
55.85,-0.35,0.34
56.166,-0.28,0.31
56.483,-0.38,1.85
56.693,-0.07,0.68
56.863,-0.1,0.87
56.968,-0.44,0.74
57.538,-0.18,1.71
57.643,-0.77,2.01
57.748,-0.41,2.19
57.853,-0.26,2.77
58.159,-0.46,2.82
58.819,-0.28,3.49
58.833,-0.31,3.52
58.853,-0.63,3.16
58.872,-0.41,2.93
58.906,-0.14,3.48
58.93,-0.5,3.3
58.942,-0.36,3.34
58.974,-0.33,3.29
58.992,-0.26,3.44
59.027,-0.22,3.62
59.051,-0.22,3.94
59.064,-0.32,3.57
59.074,-0.21,3.62
59.094,-0.15,3.57
59.741,-0.47,3.71
59.794,-0.2,3.32
59.891,-0.02,3.61
60.042,-0.23,3.72
60.171,-0.44,3.48
60.73,-0.04,3.21
60.892,-0.1,2.97
61.056,0.01,2.83
61.22,0.44,3.24
61.385,0.12,3.33
61.549,0.05,3.32
61.765,0.01,3.2
61.929,0.14,3.05
62.072,-33,2.94
62.805,-0.01,2.38
62.959,-0.12,2.13
63.245,-0.15,2.52
63.577,-0.2,2.18
64.17,-0.31,2.2
64.279,-0.45,2.04
64.307,-0.41,1.94
64.343,-0.42,1.93
64.356,-0.63,1.9
64.378,-0.58,1.91
64.411,-0.6,1.82
64.463,-0.83,1.81
64.509,-0.49,1.89
64.551,-0.58,1.87
64.582,-0.14,2.3
64.625,-0.49,1.99
64.64,-0.57,1.94
64.658,-0.41,2
64.687,-0.27,2.13
64.718,-0.47,2.15
64.754,-0.52,2.1
64.79,-0.31,2.13
64.823,-0.28,2.26
64.859,-0.38,2.19
64.89,-0.38,2.11
64.922,-0.35,2.32
64.928,-0.34,2.16
64.989,-0.27,1.92
65.032,-0.28,2.12
65.068,-0.06,1.99
65.106,-0.19,1.94
65.14,0.03,2
65.168,0.07,2.12
65.193,-0.09,1.94
65.244,0.12,2.1
65.295,-0.03,1.91
65.373,0.17,2.15
65.381,0.07,2.28
65.429,-0.19,2.12
65.472,-0.54,1.76
65.516,-0.25,1.99
65.545,-0.2,2
65.575,0.03,1.98
65.607,-0.1,2.19
65.723,-0.33,1.98
65.735,-0.52,1.78
65.749,-0.57,1.71
65.78,-0.52,1.74
65.81,-0.18,1.71
65.866,-0.16,1.61
65.888,-0.45,1.38
65.9,-0.3,1.84
65.932,-0.35,1.54
65.941,-0.25,1.57
65.971,-0.22,1.58
65.999,0.06,1.62
66.028,-0.65,1.39
66.038,0.12,1.55
66.076,-0.1,1.41
66.122,-0.25,1.19
66.125,-0.33,1.34
66.158,-0.07,1.4
66.18,-0.28,1.08
66.195,-0.46,0.87
66.201,-0.04,0.93
66.218,-0.32,1.16
66.224,-0.36,0.84
