18.91,1.8,0.82
20.05,1.76,0.96
20.64,1.34,1.46
20.94,1.47,1.4
21.26,0.95,1.03
21.45,0.93,1.15
21.57,1.19,1.45
21.86,1.13,1.75
22.73,1.36,1.7
22.88,1.56,1.8
23.32,1.19,1.44
23.5,1.23,1.51
23.66,1.79,1.76
23.77,1.51,1.64
23.94,1.32,1.5
24.53,0.97,1.52
24.64,0.98,1.61
24.78,1.49,1.07
24.86,0.81,1.13
25.19,1.24,1.19
25.35,1.23,0.88
25.55,1.66,1.28
25.8,1.45,0.89
26.44,1.52,1.12
26.62,1.52,0.95
26.79,1.69,1.02
27.06,1.48,1.1
27.26,1.85,1.16
27.36,1.64,1.26
28.02,1.66,1.06
28.17,1.8,1.22
28.39,1.73,1
28.5,1.63,1.06
29.7,1.57,0.78
29.82,1.55,1.02
30.04,1.33,0.85
30.28,1.15,0.39
30.37,1.27,0.7
30.89,1.53,1.32
31.06,1.55,1.11
31.24,1.63,0.69
31.53,1.6,0.79
31.72,1.8,0.71
31.93,1.49,0.63
32.13,1.89,1.13
32.25,1.57,0.83
32.38,1.7,1.38
32.73,1.43,1.12
32.83,1.62,1.19
35.56,1.68,1.52
22.88,1.02,1.73
23.66,1.29,1.81
24.78,1.22,0.87
25.12,0.72,1.14
25.55,0.38,0.93
26.62,0.47,0.69
27.26,0.71,0.84
28.17,0.76,0.69
28.39,0.85,0.79
29.70,1.14,0.87
30.28,1.36,0.84
30.89,1.40,0.95
32.38,1.25,1.22
32.83,1.05,1.20
33.63,1.06,0.98
19.82,0.82,1.04
20.49,0.78,1.07
21.24,0.99,1.02
22.63,0.97,1.62
23.31,1.05,1.63
24.45,1.22,1.69
25.47,1.05,1.01
26.62,1.26,1.17
27.43,1.48,1.12
28.57,1.51,0.98
29.6,1.55,0.76
30.36,1.76,0.94
31.03,1.14,1.06
32.88,1.23,1.26
33.1,1.3,1.26
33.51,1.08,1.27
33.55,0.91,1.21
33.83,1.08,1.42
34.23,0.84,1.3
34.46,0.91,1.3
22.63,0.70,1.72
23.31,0.98,1.63
24.10,1.08,1.82
24.78,1.10,1.59
25.01,0.07,0.83
25.12,0.64,1.13
26.62,0.15,0.95
27.43,0.38,0.68
28.57,0.46,0.91
29.60,0.74,0.84
30.36,0.37,0.48
31.03,1.08,0.78
32.51,1.12,1.11
33.10,1.44,1.18
33.55,0.97,0.95
33.83,0.97,1.27
