7.145,3.1,0.94
10.285,0.53,2.66
10.285,0.47,2.26
10.285,1.07,2.08
12.645,1.07,1.9
12.645,0.87,2.48
12.734,0.83,2.48
12.734,0.85,1.81
12.801,0.94,1.84
12.801,0.51,2.47
12.811,0.72,2.54
12.811,0.74,1.83
12.82,0.75,2.59
12.82,0.91,1.84
12.83,0.47,2.55
12.83,0.5,1.9
12.9,0.71,2.19
12.9,0.78,1.65
15.628,1,3.55
15.635,1.38,3.02
15.65,0.94,3.44
15.68,1.05,3.52
15.695,1.16,2.65
15.695,1.1,3.43
15.717,0.75,2.98
15.732,0.68,3.08
15.746,0.63,3.32
15.761,0.48,3.08
15.761,0.77,2.48
16.671,0.3,3.06
16.731,0.85,3
16.871,0.76,3.64
16.886,0.71,3.38
17.165,0.52,3.14
46.6,-0.11,3
46.733,-0.19,2.81
47.101,-0.35,3.26
47.477,-0.45,3.54
47.86,-0.23,3.03
48.71,-0.07,3.12
49.135,0.31,1.75
49.135,-0.13,2.72
49.277,0.03,2.66
49.677,-0.19,3.04
50.05,-0.15,2.42
50.256,-0.39,2.34
50.462,-0.4,3.18
50.875,-0.51,2.97
51.477,-0.68,3.14
53.502,-0.96,3.34
54.604,-1.21,2.53
55.808,-0.79,2.09
55.808,-0.65,1.24
55.811,-1.02,2.28
55.811,-0.82,1.1
55.814,-0.98,2.24
55.818,-1.13,2.16
55.818,-0.69,1.08
55.821,-1.22,2.13
55.821,-0.53,0.94
55.824,-0.8,0.24
55.824,-1.1,1.96
55.824,-0.63,0.7
55.831,-0.42,2.13
55.831,-0.54,1
55.831,-1.13,2.28
55.834,-0.47,1.03
55.834,-1.05,2.32
55.834,-0.45,2.07
55.834,-0.66,2.01
55.838,-0.36,0.91
55.838,-0.6,2.25
55.841,-0.73,2.25
55.841,-0.4,0.79
55.841,-0.82,2.13
55.844,-0.38,0.84
55.848,-0.68,2.26
55.848,-0.26,0.93
55.851,-0.85,2.11
55.851,-0.27,0.75
55.854,-0.82,2.12
55.854,-0.48,0.82
56.255,-1.16,2.29
56.888,-0.62,2.7
56.888,-0.28,1.74
57.167,-0.77,2.93
57.167,-0.39,1.78
57.503,-0.7,2.93
57.503,-0.43,1.68
57.643,-0.67,2.9
57.643,-0.4,1.76
57.902,-0.41,1.78
57.902,-0.73,2.93
59.271,-0.42,3.49
58.206,-0.91,4.76
58.206,-0.27,2.41
59.144,-0.98,4.48
59.144,-0.56,3.24
59.265,-0.64,3.08
59.265,-0.95,4.33
59.271,-0.4,3.23
59.271,-0.87,4.65
59.687,-1.01,4.49
59.687,-0.66,3.12
59.981,-0.49,3.63
59.981,-0.83,4.94
60.069,-0.42,3.5
60.069,-0.8,4.89
60.237,-0.44,3.51
60.237,-0.95,4.88
60.8,-0.88,4.24
60.8,-0.56,3.18
60.8,-0.63,3.9
61.984,-0.99,3.51
4.033,0.13,1.35
4.419,0.32,1.4
4.673,0.41,1.5
4.882,0.18,1.58
5.154,0.29,1.65
5.916,0.41,1.6
6.847,0.48,1.54
7.745,0.87,2.04
7.745,0.65,2.44
7.779,0.85,2.18
7.779,0.42,2.64
7.813,0.6,2.43
7.813,0.86,1.24
7.813,1.12,2.16
7.846,1.16,2.2
7.88,1.06,2.23
8.236,0.42,2.48
8.27,0.71,2.68
8.27,0.88,2.3
8.27,0.48,2.11
8.27,0.73,2.02
8.304,0.82,2.42
9.814,0.4,2.25
9.814,0.55,1.91
10.313,1.23,1.65
10.313,0.81,2.3
10.382,0.62,1.71
10.588,1.55,1.63
10.588,0.79,2.04
11.141,0.92,2.11
11.141,1.27,1.78
11.141,1.1,1.59
11.199,0.86,1.92
11.228,0.92,2.08
11.257,0.79,2.17
11.286,0.79,1.76
11.315,0.9,1.9
11.832,0.53,1.94
12.336,0.5,2.18
12.985,0.41,1.92
13.521,1.05,1.76
13.521,0.65,2.24
14.579,0.79,2.49
14.579,0.65,2.26
14.579,0.94,2.29
14.579,0.93,1.7
15.399,0.95,2.04
15.399,0.96,2.03
17.827,0.97,1.51
17.827,1.21,1.64
22.931,0.89,1.33
23.211,1.14,2.05
23.546,1.05,1.97
23.546,0.88,1.52
23.609,1.09,1.48
23.609,1.01,1.26
23.609,0.65,1.58
23.609,0.95,1.39
23.609,1.13,1.32
25.274,1.49,1.09
29.002,1.12,1.27
29.143,1.17,1.07
29.143,1.15,1.33
35.486,0.14,2.92
35.486,0.55,1.79
35.753,0.39,1.94
35.753,0.24,2.8
35.753,0.19,2.72
22.817,1.25,1.54
17.827,0.79,2.01
49.888,-0.29,3.43
54.786,-0.87,3.27
55.656,-0.51,1.27
55.656,-0.56,1.23
55.656,-0.69,2.22
55.656,-0.78,2.56
55.656,-0.97,2.45
55.656,-0.59,0.92
56.483,-0.67,3.03
57.664,-0.58,2.91
57.664,-0.04,1.83
57.699,-0.4,2.08
