  2.2405283941756243e-004	  2.2715654765831687e-004	  2.2884584441823893e-004	  1.2194949065437079e-004	  1.1031268278569292e-004	  1.0096145902064307e-004	  9.9917240329745443e-005	  7.5307366508076291e-005	  6.8930419781709385e-005	  1.3378172692002615e-004	
  2.2405283941756243e-004	  2.2715654765831687e-004	  2.2884584441823893e-004	  1.2194949065437079e-004	  1.1031268278569292e-004	  1.0096145902064307e-004	  9.9917240329745443e-005	  7.5307366508076291e-005	  6.8930419781709385e-005	  1.3378172692002615e-004	
  2.2405283941756243e-004	  2.2715654765831687e-004	  2.2884584441823893e-004	  1.2194949065437079e-004	  1.1031268278569292e-004	  1.0096145902064307e-004	  9.9917240329745443e-005	  7.5307366508076291e-005	  6.8930419781709385e-005	  1.3378172692002615e-004	
  2.2405283941756243e-004	  2.2715654765831687e-004	  2.2884584441823893e-004	  1.2194949065437079e-004	  1.1031268278569292e-004	  1.0096145902064307e-004	  9.9917240329745443e-005	  7.5307366508076291e-005	  6.8930419781709385e-005	  1.3378172692002615e-004	
  2.2405283941756243e-004	  2.2715654765831687e-004	  2.2884584441823893e-004	  1.2194949065437079e-004	  1.1031268278569292e-004	  1.0096145902064307e-004	  9.9917240329745443e-005	  7.5307366508076291e-005	  6.8930419781709385e-005	  1.3378172692002615e-004	
  2.2405283941756243e-004	  2.2715654765831687e-004	  2.2884584441823893e-004	  1.2194949065437079e-004	  1.1031268278569292e-004	  1.0096145902064307e-004	  9.9917240329745443e-005	  7.5307366508076291e-005	  6.8930419781709385e-005	  1.3378172692002615e-004	
  2.2405283941756243e-004	  2.2715654765831687e-004	  2.2884584441823893e-004	  1.2194949065437079e-004	  1.1031268278569292e-004	  1.0096145902064307e-004	  9.9917240329745443e-005	  7.5307366508076291e-005	  6.8930419781709385e-005	  1.3378172692002615e-004	
  2.2405283941756180e-004	  2.2715654765831687e-004	  2.2884584441823982e-004	  1.2194949065437079e-004	  1.1031268278569292e-004	  1.0096145902064307e-004	  9.9917240329745443e-005	  7.5307366508076291e-005	  6.8930419781709385e-005	  1.3378172692002615e-004	
  2.2405283941756221e-004	  2.2715654765831687e-004	  2.2884584441824183e-004	  1.2194949065437079e-004	  1.1031268278569292e-004	  1.0096145902064307e-004	  9.9917240329745443e-005	  7.5307366508076291e-005	  6.8930419781709385e-005	  1.3378172692002615e-004	
  2.2405283941756218e-004	  2.2715654765831687e-004	  2.2884584441824183e-004	  1.2194949065437079e-004	  1.1031268278569292e-004	  1.0096145902064307e-004	  9.9917240329745443e-005	  7.5307366508076291e-005	  6.8930419781709385e-005	  1.3378172692002615e-004	
  2.2405283941756248e-004	  2.2715654765831687e-004	  2.2884584441824183e-004	  1.2194949065437079e-004	  1.1031268278569292e-004	  1.0096145902064307e-004	  9.9917240329745443e-005	  7.5307366508076291e-005	  6.8930419781709385e-005	  1.3378172692002615e-004	
  2.2405283941756221e-004	  2.2715654765831687e-004	  2.2884584441824183e-004	  1.2194949065437079e-004	  1.1031268278569292e-004	  1.0096145902064307e-004	  9.9917240329745443e-005	  7.5307366508076291e-005	  6.8930419781709385e-005	  1.3378172692002615e-004	
  2.2405283941756218e-004	  2.2715654765831687e-004	  2.2884584441824183e-004	  1.2194949065437079e-004	  1.1031268278569292e-004	  1.0096145902064307e-004	  9.9917240329745443e-005	  7.5307366508076291e-005	  6.8930419781709385e-005	  1.3378172692002615e-004	
  2.2405283941756275e-004	  2.2715654765831687e-004	  2.2884584441823982e-004	  1.2194949065437079e-004	  1.1031268278569292e-004	  1.0096145902064307e-004	  9.9917240329745443e-005	  7.5307366508076291e-005	  6.8930419781709385e-005	  1.3378172692002520e-004	
  2.2405283941756278e-004	  2.2715654765831573e-004	  2.2884584441824177e-004	  1.2194949065436651e-004	  1.1031268278568914e-004	  1.0096145902063965e-004	  9.9917240329739032e-005	  7.5307366508071521e-005	  6.8930419781705347e-005	  1.3378172692002106e-004	
  2.2405283941756202e-004	  2.2715654765831589e-004	  2.2884584441823852e-004	  1.2194949065436651e-004	  1.1031268278568914e-004	  1.0096145902063965e-004	  9.9917240329739032e-005	  7.5307366508071521e-005	  6.8930419781705347e-005	  1.3378172692002081e-004	
  2.2405283941756402e-004	  2.2715654765831763e-004	  2.2884584441824126e-004	  1.2194949065436987e-004	  1.1031268278569261e-004	  1.0096145902064300e-004	  9.9917240329743057e-005	  7.5307366508074503e-005	  6.8930419781707095e-005	  1.3378172692002474e-004	
  2.2405283941756516e-004	  2.2715654765831763e-004	  2.2884584441824161e-004	  1.2194949065436643e-004	  1.1031268278568968e-004	  1.0096145902064076e-004	  9.9917240329740672e-005	  7.5307366508072280e-005	  6.8930419781706756e-005	  1.3378172692002062e-004	
  2.2405283941755882e-004	  2.2715654765831324e-004	  2.2884584441823735e-004	  1.2194949065437177e-004	  1.1031268278569366e-004	  1.0096145902064547e-004	  9.9917240329739331e-005	  7.5307366508071616e-005	  6.8930419781707881e-005	  1.3378172692002016e-004	
