  5.4274031950762200e+000	  5.3690809282338074e+000	  5.1962882328667206e+000	  3.2234566033572190e+000	  4.0985211744539027e+000	
  5.4274031682339539e+000	  5.3690809015075844e+000	  5.1962882064606237e+000	  3.2234565946841838e+000	  4.0985211508092991e+000	
  5.4274031107861926e+000	  5.3690808443134150e+000	  5.1962881499538938e+000	  3.2234565760596570e+000	  4.0985211002403306e+000	
  5.4274030225151551e+000	  5.3690807564402441e+000	  5.1962880631403232e+000	  3.2234565473461054e+000	  4.0985210226003845e+000	
  5.4273997760791897e+000	  5.3690775286025385e+000	  5.1962848758423261e+000	  3.2234554428874547e+000	  4.0985181984764916e+000	
  5.4273941376152903e+000	  5.3690719271334526e+000	  5.1962793466216093e+000	  3.2234534647282715e+000	  4.0985133302111203e+000	
  5.4273863638330546e+000	  5.3690642104314321e+000	  5.1962717318959486e+000	  3.2234506565794505e+000	  4.0985066653822235e+000	
  5.4272279348439856e+000	  5.3689077623502710e+000	  5.1961176641237952e+000	  3.2233791465037855e+000	  4.0983767522762982e+000	
  5.4270291583093080e+000	  5.3687120135632247e+000	  5.1959250851741716e+000	  3.2232775072876541e+000	  4.0982173988681190e+000	
  5.4268151753043474e+000	  5.3685016447364768e+000	  5.1957182301902742e+000	  3.2231585505122635e+000	  4.0980480239253891e+000	
  5.4246148984070901e+000	  5.3663450111557252e+000	  5.1935972468315672e+000	  3.2217904133705129e+000	  4.0963268809060747e+000	
  5.4224227751768908e+000	  5.3642005432416022e+000	  5.1914873030774178e+000	  3.2204011878543986e+000	  4.0946169367145266e+000	
  5.4202411215955513e+000	  5.3620698474389412e+000	  5.1893904415770455e+000	  3.2190154341101529e+000	  4.0929178395739960e+000	
  5.4080942680659598e+000	  5.3502595391987793e+000	  5.1777822626191874e+000	  3.2112586537490153e+000	  4.0834981673990578e+000	
  5.3961756784754273e+000	  5.3386925155186633e+000	  5.1664372388629332e+000	  3.2036148579296335e+000	  4.0742779030186380e+000	
  5.3844029608862281e+000	  5.3272518700842681e+000	  5.1552405498179885e+000	  3.1960410425630719e+000	  4.0651665311470131e+000	
  5.3612580779615371e+000	  5.3046194921364505e+000	  5.1331402035253708e+000	  3.1810980198702570e+000	  4.0471635325925392e+000	
  5.3388237017036531e+000	  5.2823878268952367e+000	  5.1114806197648894e+000	  3.1665288973833490e+000	  4.0295112278269309e+000	
  5.3169096629275838e+000	  5.2602523541346411e+000	  5.0899339601999554e+000	  3.1521978067797440e+000	  4.0119538575544604e+000	
