-0.47191	-0.45667	-0.45652	-0.48074	-0.48074	-0.48054	-0.47671	-0.46393	-0.45771	-0.45681	-0.45646	-0.45629	-0.45615
5.3737	5.3804	5.3805	5.3691	5.3691	5.3694	5.3715	5.3772	5.3798	5.3803	5.3805	5.3805	5.3806
6.291	6.2948	6.2949	6.2885	6.2885	6.2885	6.2885	6.2886	6.2902	6.2932	6.2946	6.2948	6.2949
6.5828	6.5855	6.5856	6.5811	6.5811	6.5811	6.5811	6.5811	6.5812	6.5828	6.5848	6.5853	6.5855
6.075	6.0781	6.0781	6.073	6.073	6.073	6.073	6.073	6.073	6.0741	6.077	6.078	6.0782
5.696	5.6998	5.6999	5.6931	5.6931	5.6931	5.6931	5.6931	5.6931	5.6942	5.6986	5.6998	5.7
5.9141	5.9176	5.9177	5.9109	5.9109	5.9109	5.9109	5.9109	5.9109	5.9118	5.9167	5.9175	5.9178
4.8259	4.8291	4.8292	4.8224	4.8224	4.8224	4.8224	4.8224	4.8224	4.8234	4.828	4.829	4.8292
4.4675	4.4709	4.471	4.4635	4.4635	4.4635	4.4635	4.4635	4.4635	4.4652	4.4795	4.4711	4.4711
4.3195	4.3226	4.3226	4.316	4.316	4.316	4.316	4.316	4.316	4.3176	4.323	4.3226	4.3227
2.845	2.8492	2.8493	2.84	2.84	2.84	2.84	2.84	2.8403	2.844	2.8487	2.8491	2.8493
2.9275	2.9317	2.9317	2.9227	2.9227	2.9227	2.9227	2.9227	2.924	2.93	2.9316	2.9317	2.9318
1.4041	1.4076	1.4077	1.4004	1.4004	1.4004	1.4004	1.4005	1.4015	1.4062	1.4071	1.4073	1.4074
1.0851	1.0887	1.0887	1.0812	1.0812	1.0812	1.0812	1.0812	1.0826	1.0872	1.0884	1.0886	1.0887
0.82571	0.82941	0.82944	0.82147	0.82147	0.82147	0.82147	0.8216	0.82352	0.82778	0.82915	0.82935	0.82948
0.68253	0.68628	0.6863	0.67807	0.67807	0.67807	0.67807	0.67839	0.68091	0.68645	0.68619	0.68629	0.68636
0.75162	0.7551	0.75513	0.74719	0.74719	0.74719	0.74719	0.74772	0.7508	0.75449	0.75494	0.75508	0.75517
0.91648	0.91862	0.91864	0.91343	0.91343	0.91343	0.91343	0.91343	0.91382	0.91611	0.9182	0.91843	0.91857
0.27937	0.2823	0.28232	0.27455	0.27455	0.27455	0.27455	0.27456	0.27526	0.27919	0.28197	0.28222	0.28235
0.28875	0.29159	0.29162	0.28368	0.28368	0.28368	0.28368	0.28374	0.28495	0.29105	0.29151	0.2916	0.29166
0.3944	0.39717	0.39719	0.38918	0.38918	0.38918	0.38918	0.38947	0.39187	0.39761	0.39698	0.39712	0.39722
0.44862	0.45131	0.45133	0.44335	0.44335	0.44335	0.44335	0.44394	0.44719	0.45084	0.45117	0.45129	0.45137
-0.41289	-0.41047	-0.41045	-0.41808	-0.41808	-0.41808	-0.41808	-0.41808	-0.41799	-0.41658	-0.41009	-0.41054	-0.41041
-0.29577	-0.29348	-0.29346	-0.3019	-0.3019	-0.3019	-0.3019	-0.3019	-0.3019	-0.30118	-0.29703	-0.2938	-0.29343
0.39558	0.39728	0.3973	0.38853	0.38853	0.38853	0.38853	0.38853	0.38853	0.38896	0.3921	0.39632	0.39723
1.4142	1.4149	1.4149	1.4063	1.4063	1.4063	1.4063	1.4063	1.4063	1.4068	1.4103	1.4144	1.4149
2.3222	2.3227	2.3227	2.3143	2.3143	2.3143	2.3143	2.3143	2.3143	2.315	2.3188	2.3223	2.3227
-0.83334	-0.8337	-0.83368	-0.8377	-0.8377	-0.8377	-0.8377	-0.8377	-0.8377	-0.8377	-0.8377	-0.8377	-0.83694
10.348	10.349	10.349	10.331	10.331	10.331	10.331	10.331	10.331	10.331	10.331	10.331	10.341
14.289	14.289	14.289	14.285	14.285	14.285	14.285	14.285	14.285	14.285	14.285	14.285	14.287
15.472	15.472	15.472	15.471	15.471	15.471	15.471	15.471	15.471	15.471	15.471	15.471	15.473
15.069	15.069	15.069	15.067	15.067	15.067	15.067	15.067	15.067	15.067	15.067	15.067	15.069
15.796	15.795	15.795	15.797	15.797	15.797	15.797	15.797	15.797	15.797	15.797	15.796	15.796
15.279	15.279	15.279	15.279	15.279	15.279	15.279	15.279	15.279	15.279	15.279	15.279	15.279
15.07	15.07	15.07	15.069	15.069	15.069	15.069	15.069	15.069	15.069	15.069	15.07	15.07
