0.5,4811.228758,131.0587042,4801.435257,130.9021556,4811.366185,130.3562391,4797.859805,130.9498731,4803.808563,130.8962092
0.75,4847.496514,192.2553187,4837.549553,192.350826,4847.328,191.1855527,4833.699391,192.5032426,4839.8118,192.2584851
1,4933.106116,270.0444036,4919.816993,270.256699,4933.163822,268.2779142,4914.406587,270.5337139,4922.766264,270.097868
1.25,4976.300967,351.2676165,4955.985191,350.8583846,4976.246378,349.0368101,4947.782083,350.7376297,4960.372388,350.5576862
1.5,5089.342099,444.8590003,5062.835737,445.1069615,5086.639585,441.944967,5052.928947,444.9377864,5068.527756,444.2495815
1.75,4928.635429,360.4279252,4899.088983,361.3531896,4926.827202,357.234742,4889.307725,361.6523474,4907.268435,360.4922128
2,4884.229663,356.8415041,4850.878064,358.0811903,4882.327771,353.046143,4840.748146,358.5362689,4861.646678,356.9223241
2.25,4910.194193,384.2120897,4875.118897,385.6924972,4907.634517,379.3853859,4864.728729,386.3129712,4887.107226,384.0709822
2.5,4911.208845,403.4316904,4874.394511,404.6072495,4907.256783,397.3846543,4864.34506,405.3582176,4887.568103,402.8763622
2.75,4894.672821,412.7089467,4857.048657,415.5435486,4886.613138,406.9925805,4847.572769,415.8536322,4870.421401,411.9807403
3,4401.043787,297.8777286,4361.100965,299.1700597,4395.427121,294.0859492,4351.27013,299.2952794,4376.81032,297.1425104
3.25,4178.096376,228.3220085,4125.549052,226.1136607,4166.698803,222.8748721,4116.513042,226.6611285,4149.247113,226.3847832
3.5,4298.361981,206.1545201,4239.863591,203.1525535,4283.750658,200.571258,4228.356731,203.4366993,4263.996089,203.5936132
3.75,4348.806274,125.4812318,4285.975957,122.7288241,4338.615716,120.5364843,4271.632439,123.7145868,4311.493806,123.8717907
4,4318.485712,55.94926185,4257.960299,51.98948618,4312.527585,48.70251649,4243.028512,55.09331807,4282.925834,55.17753986
4.25,4332.71975,50.00094675,4272.708551,46.4555957,4334.105727,42.08345151,4254.904904,49.64726235,4296.940552,49.30894324
4.5,4326.344828,44.71261347,4262.417414,42.77977398,4332.057034,37.739445,4242.382036,45.32528463,4288.226648,44.31347738
4.75,4306.459192,39.97947398,4237.589667,39.69963691,4317.660023,34.31239572,4214.921654,41.75932871,4265.448303,40.11810571
